FullName,Winery,WineName,Year,Region,RegionalVariety,VintageRating,VintageRatingCount,VintagePrice,VintageRatingPriceRatio,Age
Domaine Henri Boillot Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole) 2011,Domaine Henri Boillot,Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole),2011,Burgundy,Côte de Beaune White,4.2,186,152.49,0.02754279,10
Emidio Pepe Pecorino Colli Aprutini 2015,Emidio Pepe,Pecorino Colli Aprutini,2015,Central Italy,White,4.2,168,108,0.038888889,6
Gaja Alteni di Brassica Langhe 2014,Gaja,Alteni di Brassica Langhe,2014,Northern Italy,White,4.2,148,110.15,0.038129823,7
Raveneau Chablis Premier Cru 'Butteaux' 2009,Raveneau,Chablis Premier Cru 'Butteaux',2009,Burgundy,Chablis,4.2,145,141.99,0.029579548,12
Jermann Vintage Tunina 2009,Jermann,Vintage Tunina,2009,Northern Italy,White,4.2,144,142,0.029577465,12
Château Margaux Pavillon Blanc du Château Margaux 2004,Château Margaux,Pavillon Blanc du Château Margaux,2004,Bordeaux,White,4.2,130,199,0.021105528,17
Trimbach Riesling Alsace Cuvée Frédéric Emile 2000,Trimbach,Riesling Alsace Cuvée Frédéric Emile,2000,Alsace,Riesling,4.2,109,148.33,0.028315243,21
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2015,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2015,Burgundy,Côte de Beaune White,4.2,84,110.98,0.037844657,6
Château Smith Haut-Lafitte Pessac-Léognan Blanc 2005,Château Smith Haut-Lafitte,Pessac-Léognan Blanc,2005,Bordeaux,White,4.2,82,128.25,0.032748538,16
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2010,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2010,Burgundy,Côte de Beaune White,4.2,80,142.68,0.029436501,11
Hubert Lamy Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chatenière' 2015,Hubert Lamy,Vieilles Vignes Saint-Aubin 1er Cru 'Clos de la Chatenière',2015,Burgundy,Côte de Beaune White,4.2,76,85,0.049411765,6
Domaine Zind Humbrecht Pinot Gris Alsace Clos Jebsal Vendange Tardive 2005,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Jebsal Vendange Tardive,2005,Alsace,Pinot Gris,4.2,74,101.67,0.041310121,16
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2004,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),2004,,,4.2,72,146.19,0.028729735,17
Didier Dagueneau (Louis-Benjamin Dagueneau) Le Mont Damné Chavignol 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),Le Mont Damné Chavignol,2013,Upper Loire Valley,White,4.2,71,116.79,0.035961983,8
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard,2008,Upper Loire Valley,White,4.2,70,159.21,0.026380252,13
Penfolds Yattarna Chardonnay (BIN 144) 2015,Penfolds,Yattarna Chardonnay (BIN 144),2015,Australian,Chardonnay,4.2,67,117.5,0.035744681,6
Château Pape Clément Pessac-Léognan Blanc 2014,Château Pape Clément,Pessac-Léognan Blanc,2014,Bordeaux,White,4.2,62,125,0.0336,7
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2005,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard,2005,Upper Loire Valley,White,4.2,61,142.33,0.029508888,16
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2014,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2014,Burgundy,Côte de Beaune White,4.2,54,117.98,0.035599254,7
Domaine du Pavillon Corton-Charlemagne Grand Cru 2014,Domaine du Pavillon,Corton-Charlemagne Grand Cru,2014,Burgundy,Côte de Beaune White,4.2,53,128.33,0.032728123,7
Arnaud Ente Bourgogne Chardonnay 2015,Arnaud Ente,Bourgogne Chardonnay,2015,Burgundy,White,4.2,52,199,0.021105528,6
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Morgeot' Blanc 2008,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,2008,Burgundy,Côte de Beaune White,4.2,48,106.7,0.039362699,13
Matrot Meursault Perrières 1er Cru 2013,Matrot,Meursault Perrières 1er Cru,2013,Burgundy,Côte de Beaune White,4.2,46,115,0.036521739,8
Domaine Leflaive Puligny-Montrachet 2017,Domaine Leflaive,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.2,43,104.68,0.040122277,4
Domaine Zind Humbrecht Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain 1998,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain,1998,Alsace,Riesling,4.2,39,160.48,0.026171486,23
Penfolds Yattarna Chardonnay (BIN 144) 2014,Penfolds,Yattarna Chardonnay (BIN 144),2014,Australian,Chardonnay,4.2,39,129,0.03255814,7
Georg Breuer Nonnenberg Monopol Riesling 2016,Georg Breuer,Nonnenberg Monopol Riesling,2016,German,Riesling,4.2,37,61.015,0.068835532,5
Louis Latour Corton-Charlemagne Grand Cru 1995,Louis Latour,Corton-Charlemagne Grand Cru,1995,Burgundy,Côte de Beaune White,4.2,36,116.79,0.035961983,26
Joseph Drouhin Corton-Charlemagne Grand Cru 2016,Joseph Drouhin,Corton-Charlemagne Grand Cru,2016,Burgundy,Côte de Beaune White,4.2,36,136.61,0.030744455,5
Domaine des Lambrays Puligny-Montrachet Premier Cru Clos du Cailleret 2010,Domaine des Lambrays,Puligny-Montrachet Premier Cru Clos du Cailleret,2010,Burgundy,Côte de Beaune White,4.2,31,105.02,0.039992382,11
Domaine Jacob Corton-Charlemagne Grand Cru 2016,Domaine Jacob,Corton-Charlemagne Grand Cru,2016,Burgundy,Côte de Beaune White,4.2,30,145.72,0.028822399,5
Lucien le Moine Meursault 1er Cru Perrières 2013,Lucien le Moine,Meursault 1er Cru Perrières,2013,Burgundy,Côte de Beaune White,4.2,29,122.98,0.034151895,8
Méo-Camuzet Corton-Charlemagne Grand Cru 2011,Méo-Camuzet,Corton-Charlemagne Grand Cru,2011,Burgundy,Côte de Beaune White,4.2,29,169,0.024852071,10
Frescobaldi Gorgona 2016,Frescobaldi,Gorgona,2016,Central Italy,White,4.2,25,126.03,0.033325399,5
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 1985,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),1985,,,4.2,25,140.03,0.029993573,36
François Mikulski Meursault 2014,François Mikulski,Meursault,2014,Burgundy,Côte de Beaune White,4.1,160,148.12,0.027680259,7
Penfolds Yattarna Chardonnay (BIN 144) 2012,Penfolds,Yattarna Chardonnay (BIN 144),2012,Australian,Chardonnay,4.1,164,132,0.031060606,9
Vincent Dauvissat La Forest Chablís 1er Cru 2009,Vincent Dauvissat,La Forest Chablís 1er Cru,2009,Burgundy,Chablis,4.1,311,185,0.022162162,12
Domaine Henri Boillot Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole) 2008,Domaine Henri Boillot,Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole),2008,Burgundy,Côte de Beaune White,4.1,137,116.91,0.035069712,13
Clos Rougeard Brézé Saumur Blanc 2008,Clos Rougeard,Brézé Saumur Blanc,2008,Loire,Chenin Blanc,4.1,108,167.2,0.024521531,13
Egon Müller - Scharzhof Riesling Scharzhof 2010,Egon Müller - Scharzhof,Riesling Scharzhof,2010,German,Riesling,4.1,106,145,0.028275862,11
Château Pape Clément Pessac-Léognan Blanc 2013,Château Pape Clément,Pessac-Léognan Blanc,2013,Bordeaux,White,4.1,92,142.75,0.028721541,8
Château Margaux Pavillon Blanc du Château Margaux 2002,Château Margaux,Pavillon Blanc du Château Margaux,2002,Bordeaux,White,4.1,75,190,0.021578947,19
Arnaud Ente Bourgogne Chardonnay 2014,Arnaud Ente,Bourgogne Chardonnay,2014,Burgundy,White,4.1,65,167.5,0.024477612,7
Gravner Breg Anfora Bianco 2001,Gravner,Breg Anfora Bianco,2001,Northern Italy,White,4.1,62,102,0.040196078,20
Château Pape Clément Pessac-Léognan Blanc 2010,Château Pape Clément,Pessac-Léognan Blanc,2010,Bordeaux,White,4.1,57,131.07,0.031280995,11
Domaine Coche-Dury Bourgogne Aligoté 2013,Domaine Coche-Dury,Bourgogne Aligoté,2013,Burgundy,White,4.1,53,150.22,0.027293303,8
Edmond Vatan Sancerre 'Clos la Néore' 2011,Edmond Vatan,Sancerre 'Clos la Néore',2011,Upper Loire Valley,White,4.1,53,191.56,0.021403216,10
Paul Hobbs Ellen Lane Estate Chardonnay 2014,Paul Hobbs,Ellen Lane Estate Chardonnay,2014,Californian,Chardonnay,4.1,52,105,0.039047619,7
Domaine Roulot Meix Chavaux Meursault 2009,Domaine Roulot,Meix Chavaux Meursault,2009,Burgundy,Côte de Beaune White,4.1,50,166.67,0.024599508,12
Domaine Antonin Guyon Corton-Charlemagne Grand Cru 2015,Domaine Antonin Guyon,Corton-Charlemagne Grand Cru,2015,Burgundy,Côte de Beaune White,4.2,32,138.63,0.030296473,6
Domaine Leflaive Pouilly-Fuissé 2016,Domaine Leflaive,Pouilly-Fuissé,2016,Burgundy,Macônnais White,4.1,48,55,0.074545455,5
Domaine William Fèvre Chablis Grand Cru Bougros Côte Bouguerots 2005,Domaine William Fèvre,Chablis Grand Cru Bougros Côte Bouguerots,2005,Burgundy,Chablis,4.1,41,63.015,0.065063874,16
Olivier Leflaive Puligny-Montrachet 2007,Olivier Leflaive,Puligny-Montrachet,2007,Burgundy,Côte de Beaune White,4.1,37,125.19,0.03275022,14
Domaine Henri Boillot Meursault 1er Cru Les Genevrières 2015,Domaine Henri Boillot,Meursault 1er Cru Les Genevrières,2015,Burgundy,Côte de Beaune White,4.1,37,110.95,0.036953583,6
Domaine Jean-Louis Chave Hermitage Blanc 2000,Domaine Jean-Louis Chave,Hermitage Blanc,2000,Northern Rhône,White,4.1,35,144,0.028472222,21
Jean Chartron Puligny-Montrachet 2010,Jean Chartron,Puligny-Montrachet,2010,Burgundy,Côte de Beaune White,4.1,34,105.68,0.038796366,11
Raveneau Chablis 2009,Raveneau,Chablis,2009,Burgundy,Chablis,4.1,48,117.63,0.034855054,12
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2004,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard,2004,Upper Loire Valley,White,4.1,28,127.08,0.032263141,17
Bertrand Ambroise Ladoix 1er Cru 'Les Gréchons' 2014,Bertrand Ambroise,Ladoix 1er Cru 'Les Gréchons',2014,Burgundy,Côte de Beaune White,4.1,26,54,0.075925926,7
Kistler Hudson Vineyard Chardonnay 2011,Kistler,Hudson Vineyard Chardonnay,2011,Napa Valley,Chardonnay,4.1,25,193.24,0.021217139,10
Domaine Jean-Louis Chave Hermitage Blanc 2008,Domaine Jean-Louis Chave,Hermitage Blanc,2008,Northern Rhône,White,4.1,25,146.19,0.028045694,13
Domaine Coche-Dury Bourgogne Aligoté 2011,Domaine Coche-Dury,Bourgogne Aligoté,2011,Burgundy,White,4.1,42,144.87,0.028301236,10
Jean-Paul & Benoit Droin Chablis Grand Cru 'Les Clos' 2010,Jean-Paul & Benoit Droin,Chablis Grand Cru 'Les Clos',2010,Burgundy,Chablis,4,99,122.18,0.032738582,11
Dr. H. Thanisch Berncasteler Doctor Riesling Kabinett 2015,Dr. H. Thanisch,Berncasteler Doctor Riesling Kabinett,2015,German,Riesling,4,96,112.08,0.035688794,6
Quinta do Vale Meão Meandro Douro Branco 2017,Quinta do Vale Meão,Meandro Douro Branco,2017,Northern Portugal,White,4,95,101.87,0.039265731,4
Cos d'Estournel Cos d'Estournel Blanc 2015,Cos d'Estournel,Cos d'Estournel Blanc,2015,Bordeaux,White,4,94,135.69,0.029478959,6
Rémi Jobard Meursault 1er Cru 'Le Poruzot-Dessus' 2011,Rémi Jobard,Meursault 1er Cru 'Le Poruzot-Dessus',2011,Burgundy,Côte de Beaune White,4,78,61.75,0.064777328,10
Château Pape Clément Pessac-Léognan Blanc 2012,Château Pape Clément,Pessac-Léognan Blanc,2012,Bordeaux,White,4,77,112.16,0.035663338,9
Château Pape Clément Pessac-Léognan Blanc 2016,Château Pape Clément,Pessac-Léognan Blanc,2016,Bordeaux,White,4,76,158,0.025316456,5
Arnaud Ente Bourgogne Chardonnay 2011,Arnaud Ente,Bourgogne Chardonnay,2011,Burgundy,White,4,61,151.23,0.026449778,10
Vincent Dauvissat Séchet Chablís Premier Cru 2010,Vincent Dauvissat,Séchet Chablís Premier Cru,2010,Burgundy,Chablis,4,54,118.8,0.033670034,11
Marina Coppi Fausto 2012,Marina Coppi,Fausto,2012,Northern Italy,White,4,48,77.85,0.051380861,9
Louis Latour Corton-Charlemagne Grand Cru 1998,Louis Latour,Corton-Charlemagne Grand Cru,1998,Burgundy,Côte de Beaune White,4,47,172.7,0.023161552,23
Château Haut-Brion La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion) 2013,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion),2013,Bordeaux,White,4,137,107,0.037383178,8
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 1998,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),1998,,,4,33,192.28,0.020802996,23
Etienne Sauzet Puligny-Montrachet 1er Cru 'Champ Canet' 2005,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Champ Canet',2005,Burgundy,Côte de Beaune White,4,32,110.68,0.036140224,16
Etienne Sauzet Puligny-Montrachet 1er Cru 'Champ Gain' 2009,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Champ Gain',2009,Burgundy,Côte de Beaune White,4,28,199.48,0.020052136,12
Arnaud Ente Bourgogne Chardonnay 2016,Arnaud Ente,Bourgogne Chardonnay,2016,Burgundy,White,4,25,145,0.027586207,5
Giaconda Estate Vineyard Chardonnay 2017,Giaconda,Estate Vineyard Chardonnay,2017,Australian,Chardonnay,4.6,29,90,0.051111111,4
Catena Zapata Adrianna Vineyard White Bones Chardonnay 2015,Catena Zapata,Adrianna Vineyard White Bones Chardonnay,2015,Argentinian,Chardonnay,4.5,204,59.36,0.075808625,6
Domaine de la Vougeraie Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole) 2015,Domaine de la Vougeraie,Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole),2015,Burgundy,White,4.5,137,94,0.04787234,6
Château Fuissé Pouilly-Fuissé Le Clos Monopole 2017,Château Fuissé,Pouilly-Fuissé Le Clos Monopole,2017,Burgundy,Macônnais White,4.5,93,52,0.086538462,4
Peter Michael Mon Plaisir Chardonnay 2014,Peter Michael,Mon Plaisir Chardonnay,2014,Californian,Chardonnay,4.5,68,99.5,0.045226131,7
Christian Moreau Pere & Fils Chablis Grand Cru 'Les Clos' 2017,Christian Moreau Pere & Fils,Chablis Grand Cru 'Les Clos',2017,Burgundy,Chablis,4.5,65,57.95,0.077653149,4
Benjamin Leroux Chassagne-Montrachet 1er Cru 'Baudines' 2015,Benjamin Leroux,Chassagne-Montrachet 1er Cru 'Baudines',2015,Burgundy,Côte de Beaune White,4.5,46,85,0.052941176,6
Joseph Drouhin Meursault 1er Cru 'Perrières' 2015,Joseph Drouhin,Meursault 1er Cru 'Perrières',2015,Burgundy,Côte de Beaune White,4.5,44,79.48,0.056618017,6
F.X. Pichler M Reserve Riesling 2015,F.X. Pichler,M Reserve Riesling,2015,Austrian,Riesling,4.5,43,85.83,0.052429221,6
Domaine Georges Vernay Les Chaillées de L'Enfer Condrieu 2017,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu,2017,Northern Rhône,Condrieu,4.5,36,96.52,0.046622462,4
Bernard Defaix Chablis Grand Cru 'Bougros' 2016,Bernard Defaix,Chablis Grand Cru 'Bougros',2016,Burgundy,Chablis,4.5,30,67.99,0.066186204,5
Szepsy Betsek Furmint 2015,Szepsy,Betsek Furmint,2015,,,4.5,28,52.17,0.086256469,6
Far Niente Chardonnay 2017,Far Niente,Chardonnay,2017,Napa Valley,Chardonnay,4.4,1522,64.34,0.068386696,4
Antinori Castello della Sala Cervaro della Sala 2017,Antinori,Castello della Sala Cervaro della Sala,2017,Central Italy,White,4.4,1129,56,0.078571429,4
Marisa Cuomo Fiorduva Costa d'Amalfi 2016,Marisa Cuomo,Fiorduva Costa d'Amalfi,2016,Southern Italy,White,4.4,594,78.74,0.055880112,5
Terlan (Terlano) Quarz Sauvignon 2017,Terlan (Terlano),Quarz Sauvignon,2017,Northern Italy,White,4.4,418,52,0.084615385,4
de Ladoucette Baron de L Pouilly-Fumé 2015,de Ladoucette,Baron de L Pouilly-Fumé,2015,Upper Loire Valley,White,4.4,412,59.95,0.073394495,6
Leeuwin Estate Art Series Chardonnay 2016,Leeuwin Estate,Art Series Chardonnay,2016,Australian,Chardonnay,4.4,246,80.7,0.054522924,5
Domaine Georges Vernay Les Chaillées de L'Enfer Condrieu 2014,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu,2014,Northern Rhône,Condrieu,4.4,201,76.04,0.057864282,7
Domaine Georges Vernay Coteau de Vernon Condrieu 2014,Domaine Georges Vernay,Coteau de Vernon Condrieu,2014,Northern Rhône,Condrieu,4.4,177,87.72,0.050159599,7
Peter Michael La Carriere Chardonnay 2014,Peter Michael,La Carriere Chardonnay,2014,Californian,Chardonnay,4.4,124,95.95,0.045857217,7
Domaine Georges Vernay Les Chaillées de L'Enfer Condrieu 2016,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu,2016,Northern Rhône,Condrieu,4.4,116,85.39,0.051528282,5
Domaine de la Vougeraie Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole) 2013,Domaine de la Vougeraie,Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole),2013,Burgundy,White,4.4,109,60,0.073333333,8
Philippe Colin Chassagne-Montrachet Blanc 2017,Philippe Colin,Chassagne-Montrachet Blanc,2017,Burgundy,Côte de Beaune White,4.4,86,56.67,0.077642492,4
Faiveley Meursault 1er Cru 'Blagny' Blanc 2016,Faiveley,Meursault 1er Cru 'Blagny' Blanc,2016,Burgundy,Côte de Beaune White,4.4,78,71.33,0.061685125,5
Louis Jadot - Domaine Duc de Magenta Puligny-Montrachet 1er Cru Clos de la Garenne 2015,Louis Jadot - Domaine Duc de Magenta,Puligny-Montrachet 1er Cru Clos de la Garenne,2015,Burgundy,Côte de Beaune White,4.4,75,97.15,0.045290787,6
de Ladoucette Baron de L Pouilly-Fumé 2016,de Ladoucette,Baron de L Pouilly-Fumé,2016,Upper Loire Valley,White,4.4,72,87,0.050574713,5
Philippe Colin Chassagne-Montrachet Premier Cru 'Les Chaumees' 2015,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Chaumees',2015,Burgundy,Côte de Beaune White,4.4,68,68.67,0.064074559,6
Olivier Leflaive Puligny-Montrachet 2017,Olivier Leflaive,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.4,62,74.67,0.058925941,4
Joseph Drouhin Puligny-Montrachet 2017,Joseph Drouhin,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.4,60,58.06,0.075783672,4
F.X. Pichler Dürnsteiner Kellerberg Riesling Smaragd 2016,F.X. Pichler,Dürnsteiner Kellerberg Riesling Smaragd,2016,Austrian,Riesling,4.4,54,78.99,0.055703254,5
Marcel et Blanche Fèvre Chablis Grand Cru  'Les Preuses' 2016,Marcel et Blanche Fèvre,Chablis Grand Cru  'Les Preuses',2016,Burgundy,Chablis,4.4,53,56,0.078571429,5
Jean-Philippe Fichet Meursault 2016,Jean-Philippe Fichet,Meursault,2016,Burgundy,Côte de Beaune White,4.4,53,61.33,0.07174303,5
Louis Michel & Fils Chablis Grand Cru 'Les Clos' 2016,Louis Michel & Fils,Chablis Grand Cru 'Les Clos',2016,Burgundy,Chablis,4.4,50,63.94,0.068814514,5
Joseph Phelps Freestone Vineyards Chardonnay 2017,Joseph Phelps,Freestone Vineyards Chardonnay,2017,Californian,Chardonnay,4.4,50,55,0.08,4
GlenWood Grand Duc Chardonnay 2015,GlenWood,Grand Duc Chardonnay,2015,South African,Chardonnay,4.4,47,60,0.073333333,6
J.M. Boillot Puligny-Montrachet 2017,J.M. Boillot,Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.4,46,61.33,0.07174303,4
Peyre Rose Oro Blanc 2003,Peyre Rose,Oro Blanc,2003,Languedoc-Roussillon,White,4.4,28,64,0.06875,18
Eisele Vineyard Sauvignon Blanc 2016,Eisele Vineyard,Sauvignon Blanc,2016,Californian,Sauvignon Blanc,4.4,42,99,0.044444444,5
Moone-Tsai Chardonnay 2015,Moone-Tsai,Chardonnay,2015,Napa Valley,Chardonnay,4.4,42,75,0.058666667,6
F.X. Pichler Dürnsteiner Kellerberg Riesling Smaragd 2017,F.X. Pichler,Dürnsteiner Kellerberg Riesling Smaragd,2017,Austrian,Riesling,4.4,36,99.67,0.044145681,4
Patz & Hall Hyde Vineyard Chardonnay 2015,Patz & Hall,Hyde Vineyard Chardonnay,2015,Napa Valley,Chardonnay,4.4,32,75,0.058666667,6
Buisson-Charles Meursault Premier Cru 'Bouches Chères' 2015,Buisson-Charles,Meursault Premier Cru 'Bouches Chères',2015,Burgundy,Côte de Beaune White,4.4,29,83,0.053012048,6
Miani Friulano 2017,Miani,Friulano,2017,Central Italy,White,4.4,44,55,0.08,4
Ten Minutes by Tractor McCutcheon Vineyard Chardonnay 2016,Ten Minutes by Tractor,McCutcheon Vineyard Chardonnay,2016,Australian,Chardonnay,4.4,25,67.5,0.065185185,5
Catena Zapata Adrianna Vineyard White Bones Chardonnay N.V.,Catena Zapata,Adrianna Vineyard White Bones Chardonnay,N.V.,Argentinian,Chardonnay,4.3,2039,71.41,0.060215656,#VALUE!
Jermann W... Dreams Bianco (Were Dreams...) 2015,Jermann,W... Dreams Bianco (Were Dreams...),2015,Northern Italy,White,4.3,569,55.88,0.076950608,6
Leeuwin Estate Art Series Chardonnay 2014,Leeuwin Estate,Art Series Chardonnay,2014,Australian,Chardonnay,4.3,475,82,0.052439024,7
M. Chapoutier Chante-Alouette Hermitage Blanc 2012,M. Chapoutier,Chante-Alouette Hermitage Blanc,2012,Northern Rhône,White,4.3,278,56,0.076785714,9
Far Niente Chardonnay 2018,Far Niente,Chardonnay,2018,Napa Valley,Chardonnay,4.3,155,75.5,0.056953642,3
Vincent Girardin Les Vieilles Vignes Puligny-Montrachet 2016,Vincent Girardin,Les Vieilles Vignes Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4.3,152,59.5,0.072268908,5
J.M. Boillot Puligny-Montrachet 2015,J.M. Boillot,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.3,142,64,0.0671875,6
La Chablisienne Château Grenouilles Chablis Grand Cru 2015,La Chablisienne,Château Grenouilles Chablis Grand Cru,2015,Burgundy,Chablis,4.3,126,56.25,0.076444444,6
La Scolca Gavi dei Gavi D'Antan 2006,La Scolca,Gavi dei Gavi D'Antan,2006,Italian,Gavi,4.3,110,80.2,0.05361596,15
Cullen Kevin John Chardonnay 2017,Cullen,Kevin John Chardonnay,2017,Australian,Chardonnay,4.3,99,79.95,0.053783615,4
Remelluri Rioja Blanco 2015,Remelluri,Rioja Blanco,2015,Spanish,Rioja White,4.3,96,65,0.066153846,6
Ramey Chardonnay Ritchie Vineyard 2014,Ramey,Chardonnay Ritchie Vineyard,2014,Californian,Chardonnay,4.3,95,60.95,0.070549631,7
Cullen Kevin John Chardonnay 2015,Cullen,Kevin John Chardonnay,2015,Australian,Chardonnay,4.3,94,80,0.05375,6
M. Chapoutier Chante-Alouette Hermitage Blanc 2017,M. Chapoutier,Chante-Alouette Hermitage Blanc,2017,Northern Rhône,White,4.3,86,52,0.082692308,4
Château de Beaucastel Châteauneuf-du-Pape Blanc 2017,Château de Beaucastel,Châteauneuf-du-Pape Blanc,2017,Southern Rhône,White,4.3,85,98.5,0.043654822,4
Domaine Georges Vernay Les Terrasses de L'Empire Condrieu 2017,Domaine Georges Vernay,Les Terrasses de L'Empire Condrieu,2017,Northern Rhône,Condrieu,4.3,78,72.04,0.059689062,4
Arínzano Gran Vino Blanco 2014,Arínzano,Gran Vino Blanco,2014,Spanish,Chardonnay,4.3,75,55.54,0.077421678,7
Domaine Georges Vernay Les Chaillées de L'Enfer Condrieu 2015,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu,2015,Northern Rhône,Condrieu,4.3,72,80.86,0.053178333,6
Bemberg Estate Wines La Linterna Finca El Tomillo Parcela #1 Gualtallary Chardonnay 2015,Bemberg Estate Wines,La Linterna Finca El Tomillo Parcela #1 Gualtallary Chardonnay,2015,Argentinian,Chardonnay,4.3,71,81.33,0.052871019,6
Christian Moreau Pere & Fils Chablis Grand Cru Les Clos Des Hospices 2015,Christian Moreau Pere & Fils,Chablis Grand Cru Les Clos Des Hospices,2015,Burgundy,Chablis,4.3,66,60,0.071666667,6
Benjamin Leroux Meursault 2015,Benjamin Leroux,Meursault,2015,Burgundy,Côte de Beaune White,4.3,57,62.17,0.069165192,6
Francois et Antoine Jobard Meursault 'En la Barre' 2016,Francois et Antoine Jobard,Meursault 'En la Barre',2016,Burgundy,Côte de Beaune White,4.3,56,75.83,0.056705789,5
Philippe Colin Chassagne-Montrachet Premier Cru 'Les Chenevottes' 2015,Philippe Colin,Chassagne-Montrachet Premier Cru 'Les Chenevottes',2015,Burgundy,Côte de Beaune White,4.3,52,59.95,0.071726439,6
Jean-Louis Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2016,Jean-Louis Chavy,Puligny-Montrachet 1er Cru 'Les Folatières',2016,Burgundy,Côte de Beaune White,4.3,51,51.48,0.083527584,5
Bitouzet-Prieur Puligny-Montrachet 'Les Levrons' 2015,Bitouzet-Prieur,Puligny-Montrachet 'Les Levrons',2015,Burgundy,Côte de Beaune White,4.3,49,58.33,0.073718498,6
Terroir Al Límit Soc. Lda Pedra de Guix 2011,Terroir Al Límit Soc. Lda,Pedra de Guix,2011,,,4.3,46,59.95,0.071726439,10
Chavy-Chouet Puligny-Montrachet Les Folatieres 1er Cru 2016,Chavy-Chouet,Puligny-Montrachet Les Folatieres 1er Cru,2016,Burgundy,Côte de Beaune White,4.3,44,60.3,0.071310116,5
Joaquin 203 Piante a Lapio 2012,Joaquin,203 Piante a Lapio,2012,Southern Italy,White,4.3,43,92,0.04673913,9
Domaine Borgeot Puligny-Montrachet 'Les Grands Champs' 2017,Domaine Borgeot,Puligny-Montrachet 'Les Grands Champs',2017,Burgundy,Côte de Beaune White,4.3,42,58.95,0.072943172,4
Ramey Chardonnay Hyde Vineyard 2016,Ramey,Chardonnay Hyde Vineyard,2016,Napa Valley,Chardonnay,4.3,34,71.58,0.060072646,5
Morlet Family Vineyards La Proportion Dorée 2008,Morlet Family Vineyards,La Proportion Dorée,2008,,,4.3,32,52,0.082692308,13
Ramey Chardonnay Ritchie Vineyard 2007,Ramey,Chardonnay Ritchie Vineyard,2007,Californian,Chardonnay,4.3,29,74.75,0.057525084,14
Domaine Jean Dauvissat Chablis 1er Cru 'Vaillons' 2015,Domaine Jean Dauvissat,Chablis 1er Cru 'Vaillons',2015,Burgundy,Chablis,4.3,29,98.1,0.043832824,6
