FullName,Winery,WineName,Year,Region,RegionalVariety,VintageRating,VintageRatingCount,VintagePrice,VintageRatingPriceRatio,Age
Domaine Coche-Dury Meursault Les Rougeots 2001,Domaine Coche-Dury,Meursault Les Rougeots,2001,Burgundy,Côte de Beaune White,4.9,25,806.58,0.006075033,20
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2015,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,2015,Burgundy,Côte de Beaune White,4.8,46,680,0.007058824,6
Marcassin Marcassin Vineyard Chardonnay 2013,Marcassin,Marcassin Vineyard Chardonnay,2013,Californian,Chardonnay,4.8,28,448,0.010714286,8
M. Chapoutier Ermitage Le Méal Blanc 2006,M. Chapoutier,Ermitage Le Méal Blanc,2006,Northern Rhône,White,4.8,31,164.675,0.029148322,15
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2007,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2007,Burgundy,Côte de Beaune White,4.8,35,3478.36,0.001379961,14
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2009,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2009,Burgundy,Côte de Beaune White,4.8,35,4022.8,0.001193199,12
Keller G-Max Riesling 2009,Keller,G-Max Riesling,2009,German,Riesling,4.8,37,2420,0.001983471,12
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2005,Bordeaux,White,4.8,39,864,0.005555556,16
Domaine de La Romanée-Conti Montrachet Grand Cru 2010,Domaine de La Romanée-Conti,Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.8,43,7249.11,0.00066215,11
Domaine de La Romanée-Conti Montrachet Grand Cru 2014,Domaine de La Romanée-Conti,Montrachet Grand Cru,2014,Burgundy,Côte de Beaune White,4.8,43,5419.19,0.000885741,7
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1998,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,1998,Burgundy,Côte de Beaune White,4.8,27,2923.84,0.001641677,23
Domaine Coche-Dury Meursault Les Rougeots 2005,Domaine Coche-Dury,Meursault Les Rougeots,2005,Burgundy,Côte de Beaune White,4.8,60,1008.22,0.004760866,16
Olivier Leflaive Bâtard-Montrachet Grand Cru 2012,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.8,56,366.68,0.013090433,9
Domaine de La Romanée-Conti Montrachet Grand Cru 1999,Domaine de La Romanée-Conti,Montrachet Grand Cru,1999,Burgundy,Côte de Beaune White,4.8,47,6800,0.000705882,22
Domaine Leflaive Bâtard-Montrachet Grand Cru 2011,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.7,138,393.21,0.0119529,10
F.X. Pichler Unendlich Riesling 2017,F.X. Pichler,Unendlich Riesling,2017,Austrian,Riesling,4.9,49,207.17,0.023652073,4
Bachelet-Monnot Bâtard-Montrachet Grand Cru 2015,Bachelet-Monnot,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.7,30,260,0.018076923,6
Marqués de Murrieta Castillo Ygay Gran Reserva Especial Blanco 1986,Marqués de Murrieta,Castillo Ygay Gran Reserva Especial Blanco,1986,Spanish,Rioja White,4.7,277,599,0.007846411,35
La Grange des Pères Vin de Pays de l'Hérault Blanc 2014,La Grange des Pères,Vin de Pays de l'Hérault Blanc,2014,Languedoc-Roussillon,White,4.5,90,223,0.020179372,7
Kistler Cuvée Cathleen Kistler Vineyard Chardonnay 2012,Kistler,Cuvée Cathleen Kistler Vineyard Chardonnay,2012,Californian,Chardonnay,4.5,29,259,0.017374517,9
Olivier Leflaive Bâtard-Montrachet Grand Cru 2015,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.5,32,400,0.01125,6
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2007,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),2007,,,4.4,71,250,0.0176,14
Château Pape Clément Pessac-Léognan Blanc 2007,Château Pape Clément,Pessac-Léognan Blanc,2007,Bordeaux,White,4.4,109,220,0.02,14
Louis Jadot Bâtard-Montrachet Grand Cru 2005,Louis Jadot,Bâtard-Montrachet Grand Cru,2005,Burgundy,Côte de Beaune White,4.3,33,245,0.01755102,16
Ornellaia Toscana Bianco 2015,Ornellaia,Toscana Bianco,2015,Central Italy,White,4.2,57,226,0.018584071,6
Domaine de La Romanée-Conti Montrachet Grand Cru 2008,Domaine de La Romanée-Conti,Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.7,114,7259.19,0.000647455,13
Domaine de La Romanée-Conti Montrachet Grand Cru 2007,Domaine de La Romanée-Conti,Montrachet Grand Cru,2007,Burgundy,Côte de Beaune White,4.7,85,6056.22,0.000776062,14
Domaine de La Romanée-Conti Montrachet Grand Cru 2009,Domaine de La Romanée-Conti,Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.7,83,6452.62,0.000728386,12
Fontaine-Gagnard Bâtard-Montrachet Grand Cru 2011,Fontaine-Gagnard,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.7,75,206.68,0.022740468,10
Domaine Coche-Dury Meursault Les Rougeots 2011,Domaine Coche-Dury,Meursault Les Rougeots,2011,Burgundy,Côte de Beaune White,4.7,70,705.75,0.006659582,10
Quintarelli Giuseppe Veneto Amabile del Cere Passito Bianco 2003,Quintarelli Giuseppe,Veneto Amabile del Cere Passito Bianco,2003,Northern Italy,White,4.7,66,377.4,0.01245363,18
Domaine Leflaive Chevalier-Montrachet Grand Cru 2013,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.7,56,524.28,0.008964675,8
Kongsgaard The Judge Chardonnay 2013,Kongsgaard,The Judge Chardonnay,2013,Napa Valley,Chardonnay,4.7,56,722.68,0.00650357,8
Domaine Coche-Dury Meursault Les Rougeots 2007,Domaine Coche-Dury,Meursault Les Rougeots,2007,Burgundy,Côte de Beaune White,4.7,56,846.91,0.005549586,14
Trimbach Clos Sainte Hune Riesling Alsace 1989,Trimbach,Clos Sainte Hune Riesling Alsace,1989,Alsace,Riesling,4.7,54,688,0.006831395,32
Sine Qua Non Deux Grenouilles 2016,Sine Qua Non,Deux Grenouilles,2016,Californian,White Blend,4.7,50,244,0.019262295,5
Domaine de La Romanée-Conti Montrachet Grand Cru 2003,Domaine de La Romanée-Conti,Montrachet Grand Cru,2003,Burgundy,Côte de Beaune White,4.7,47,7057.55,0.000665953,18
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2013,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2013,Burgundy,Côte de Beaune White,4.7,47,554.52,0.008475799,8
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2007,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2007,Burgundy,Côte de Beaune White,4.7,44,655.34,0.00717185,14
Domaine Leflaive Chevalier-Montrachet Grand Cru 2014,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2014,Burgundy,Côte de Beaune White,4.7,44,695.67,0.006756077,7
Domaine de La Romanée-Conti Montrachet Grand Cru 1996,Domaine de La Romanée-Conti,Montrachet Grand Cru,1996,Burgundy,Côte de Beaune White,4.7,41,9180,0.000511983,25
Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Auslese 1990,Joh. Jos. Prüm,Wehlener Sonnenuhr Riesling Auslese,1990,German,Riesling,4.7,40,442.23,0.010627954,31
Olivier Leflaive Montrachet Grand Cru 2011,Olivier Leflaive,Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.7,36,398.33,0.011799262,10
Domaine de La Romanée-Conti Montrachet Grand Cru 1993,Domaine de La Romanée-Conti,Montrachet Grand Cru,1993,Burgundy,Côte de Beaune White,4.7,35,5545.22,0.000847577,28
Domaine Coche-Dury Meursault Les Rougeots 2012,Domaine Coche-Dury,Meursault Les Rougeots,2012,Burgundy,Côte de Beaune White,4.7,35,756.17,0.006215534,9
Château Rayas Châteauneuf-du-Pape Réservé Blanc 2008,Château Rayas,Châteauneuf-du-Pape Réservé Blanc,2008,Southern Rhône,White,4.7,34,302.47,0.015538731,13
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2005,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2005,German,Riesling,4.7,33,304.99,0.015410341,16
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2005,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2005,Burgundy,Côte de Beaune White,4.7,33,4738.64,0.000991846,16
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 1998,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,1998,Burgundy,Côte de Beaune White,4.7,31,350,0.013428571,23
Domaine Leflaive Chevalier-Montrachet Grand Cru 2012,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.7,30,604.93,0.007769494,9
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1999,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),1999,Bordeaux,White,4.7,25,625.1,0.007518797,22
Louis Jadot Bâtard-Montrachet Grand Cru 2015,Louis Jadot,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.7,30,352.88,0.013318975,6
Domaine Leflaive Chevalier-Montrachet Grand Cru 2015,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.7,30,705.75,0.006659582,6
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2012,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2012,Burgundy,Côte de Beaune White,4.7,30,725.92,0.006474543,9
Bouchard Père & Fils Chevalier-Montrachet Grand Cru 'La Cabotte' Blanc 2009,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru 'La Cabotte' Blanc,2009,Burgundy,Côte de Beaune White,4.7,29,309,0.015210356,12
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2004,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2004,Burgundy,Côte de Beaune White,4.7,28,4022.8,0.00116834,17
Domaine Blain-Gagnard Bâtard-Montrachet Grand Cru 2015,Domaine Blain-Gagnard,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.7,28,242.6,0.019373454,6
Gaja Gaia & Rey Langhe 1998,Gaja,Gaia & Rey Langhe,1998,Northern Italy,White,4.7,28,277.26,0.016951598,23
Domaine de La Romanée-Conti Montrachet Grand Cru 1998,Domaine de La Romanée-Conti,Montrachet Grand Cru,1998,Burgundy,Côte de Beaune White,4.7,28,8520,0.000551643,23
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1999,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,1999,Burgundy,Côte de Beaune White,4.7,27,5242.75,0.000896476,22
Raveneau Chablis Premier Cru 'Butteaux' 2001,Raveneau,Chablis Premier Cru 'Butteaux',2001,Burgundy,Chablis,4.7,27,211.73,0.022198082,20
Keller G-Max Riesling 2006,Keller,G-Max Riesling,2006,German,Riesling,4.7,27,2720,0.001727941,15
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2014,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,Bordeaux,White,4.7,27,654.34,0.00718281,7
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2010,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2010,Burgundy,Côte de Beaune White,4.7,27,722.68,0.00650357,11
Bouchard Père & Fils Montrachet Grand Cru Blanc 2013,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2013,Burgundy,Côte de Beaune White,4.7,27,495,0.009494949,8
Bouchard Père & Fils Montrachet Grand Cru Blanc 2015,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2015,Burgundy,Côte de Beaune White,4.7,27,453.7,0.010359268,6
Maison Pierre Overnoy Arbois Pupillin Blanc 2006,Maison Pierre Overnoy,Arbois Pupillin Blanc,2006,Jura,White,4.7,26,352.88,0.013318975,15
Raveneau Chablis Grand Cru 'Blanchot' 2001,Raveneau,Chablis Grand Cru 'Blanchot',2001,Burgundy,Chablis,4.7,30,222.65,0.021109364,20
Gaja Gaia & Rey Langhe 2006,Gaja,Gaia & Rey Langhe,2006,Northern Italy,White,4.6,290,210,0.021904762,15
Domaine Coche-Dury Meursault Blanc 2011,Domaine Coche-Dury,Meursault Blanc,2011,Burgundy,Côte de Beaune White,4.6,224,430,0.010697674,10
Domaine Coche-Dury Meursault Blanc 2012,Domaine Coche-Dury,Meursault Blanc,2012,Burgundy,Côte de Beaune White,4.6,177,494.03,0.009311175,9
Marcassin Marcassin Vineyard Chardonnay 2012,Marcassin,Marcassin Vineyard Chardonnay,2012,Californian,Chardonnay,4.6,171,568,0.008098592,9
Domaine Coche-Dury Meursault Blanc 2010,Domaine Coche-Dury,Meursault Blanc,2010,Burgundy,Côte de Beaune White,4.6,163,554.52,0.008295463,11
Domaine Leflaive Chevalier-Montrachet Grand Cru 2009,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.6,154,460,0.01,12
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2005,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex,2005,Upper Loire Valley,White,4.6,151,234,0.01965812,16
Domaine Coche-Dury Meursault Blanc 2006,Domaine Coche-Dury,Meursault Blanc,2006,Burgundy,Côte de Beaune White,4.6,135,399.09,0.011526222,15
Domaine Coche-Dury Meursault Blanc 2015,Domaine Coche-Dury,Meursault Blanc,2015,Burgundy,Côte de Beaune White,4.6,130,462.77,0.009940143,6
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2010,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,2010,Burgundy,Côte de Beaune White,4.6,127,221.81,0.02073847,11
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2011,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2011,German,Riesling,4.6,103,275,0.016727273,10
Domaine Coche-Dury Meursault Les Rougeots 2009,Domaine Coche-Dury,Meursault Les Rougeots,2009,Burgundy,Côte de Beaune White,4.6,102,756.17,0.006083288,12
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2015,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2015,Burgundy,Côte de Beaune White,4.6,84,216.67,0.021230443,6
Sine Qua Non Entre Chien et Loup 2015,Sine Qua Non,Entre Chien et Loup,2015,Californian,White Blend,4.6,75,243.65,0.01887954,6
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 1996,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,1996,Burgundy,Côte de Beaune White,4.6,70,247.85,0.018559613,25
Olivier Leflaive Bâtard-Montrachet Grand Cru 2013,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.6,69,275,0.016727273,8
Peter Michael Mon Plaisir Chardonnay 2013,Peter Michael,Mon Plaisir Chardonnay,2013,Californian,Chardonnay,4.6,68,159,0.028930818,8
Domaine de La Romanée-Conti Montrachet Grand Cru 2011,Domaine de La Romanée-Conti,Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.6,64,8880,0.000518018,10
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2000,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,2000,Burgundy,Côte de Beaune White,4.6,64,739.36,0.006221597,21
Domaine Leflaive Chevalier-Montrachet Grand Cru 2002,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2002,Burgundy,Côte de Beaune White,4.6,64,725,0.006344828,19
Domaine Leflaive Chevalier-Montrachet Grand Cru 2010,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.6,61,521.57,0.008819526,11
Domaine Leflaive Bâtard-Montrachet Grand Cru 2014,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2014,Burgundy,Côte de Beaune White,4.6,58,453.7,0.010138858,7
Domaine Leflaive Bâtard-Montrachet Grand Cru 2015,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.6,58,502.98,0.009145493,6
Marcassin Marcassin Vineyard Chardonnay 2008,Marcassin,Marcassin Vineyard Chardonnay,2008,Californian,Chardonnay,4.6,57,464.68,0.009899286,13
Château d'Yquem Y 2009,Château d'Yquem,Y,2009,Bordeaux,White,4.6,56,201.64,0.022812934,12
Domaine Coche-Dury Meursault Les Rougeots 2006,Domaine Coche-Dury,Meursault Les Rougeots,2006,Burgundy,Côte de Beaune White,4.6,56,630.14,0.007299965,15
Domaine Leflaive Chevalier-Montrachet Grand Cru 2001,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2001,Burgundy,Côte de Beaune White,4.6,53,475,0.009684211,20
Château Rayas Châteauneuf-du-Pape Réservé Blanc 2007,Château Rayas,Châteauneuf-du-Pape Réservé Blanc,2007,Southern Rhône,White,4.6,53,423.45,0.010863148,14
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2011,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.6,51,402.28,0.011434822,10
Domaine Coche-Dury Meursault Les Rougeots 2008,Domaine Coche-Dury,Meursault Les Rougeots,2008,Burgundy,Côte de Beaune White,4.6,51,756.17,0.006083288,13
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2009,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2009,Burgundy,Côte de Beaune White,4.6,50,447.82,0.010271984,12
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2011,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2011,Burgundy,Côte de Beaune White,4.6,49,554.52,0.008295463,10
Aubert Chardonnay Ritchie Vineyard 2014,Aubert,Chardonnay Ritchie Vineyard,2014,Californian,Chardonnay,4.6,48,231,0.01991342,7
Arnaud Ente Meursault 2015,Arnaud Ente,Meursault,2015,Burgundy,Côte de Beaune White,4.6,47,315,0.014603175,6
Château d'Yquem Y 1995,Château d'Yquem,Y,1995,Bordeaux,White,4.6,46,267,0.017228464,26
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2006,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2006,Burgundy,Côte de Beaune White,4.6,45,554.52,0.008295463,15
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2006,Bordeaux,White,4.6,44,444.79,0.010341959,15
Bouchard Père & Fils Montrachet Grand Cru Blanc 2009,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2009,Burgundy,Côte de Beaune White,4.6,42,501.67,0.009169374,12
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2009,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.6,40,483.95,0.009505114,12
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2012,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.6,38,384,0.011979167,9
Domaine d'Auvenay (Lalou Bize Leroy) Meursault Les Narvaux 2004,Domaine d'Auvenay (Lalou Bize Leroy),Meursault Les Narvaux,2004,Burgundy,Côte de Beaune White,4.6,37,1613.15,0.002851564,17
Domaine Leflaive Chevalier-Montrachet Grand Cru 2003,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2003,Burgundy,Côte de Beaune White,4.6,37,457.9,0.010045862,18
Peter Michael Belle Côte Chardonnay 2017,Peter Michael,Belle Côte Chardonnay,2017,Californian,Chardonnay,4.6,37,196,0.023469388,4
Domaine Jean-Louis Chave Hermitage Blanc 2015,Domaine Jean-Louis Chave,Hermitage Blanc,2015,Northern Rhône,White,4.6,36,221.81,0.02073847,6
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2007,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2007,Bordeaux,White,4.6,36,574.39,0.008008496,14
Domaine de La Romanée-Conti Montrachet Grand Cru 1997,Domaine de La Romanée-Conti,Montrachet Grand Cru,1997,Burgundy,Côte de Beaune White,4.6,35,8660,0.000531178,24
Domaine Leflaive Bâtard-Montrachet Grand Cru 2003,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2003,Burgundy,Côte de Beaune White,4.6,35,422.98,0.010875219,18
Domaine des Héritiers Louis Jadot Chevalier Montrachet Grand Cru Les Demoiselles 2010,Domaine des Héritiers Louis Jadot,Chevalier Montrachet Grand Cru Les Demoiselles,2010,Burgundy,Côte de Beaune White,4.6,34,280,0.016428571,11
Louis Jadot Bâtard-Montrachet Grand Cru 2014,Louis Jadot,Bâtard-Montrachet Grand Cru,2014,Burgundy,Côte de Beaune White,4.6,34,260,0.017692308,7
Etienne Sauzet Bâtard-Montrachet Grand Cru 2010,Etienne Sauzet,Bâtard-Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.6,34,400,0.0115,11
Olivier Leflaive Chevalier-Montrachet Grand Cru 2013,Olivier Leflaive,Chevalier-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.6,34,403.29,0.011406184,8
Domaine Coche-Dury Meursault Les Rougeots 2013,Domaine Coche-Dury,Meursault Les Rougeots,2013,Burgundy,Côte de Beaune White,4.6,33,695.67,0.006612331,8
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2009,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2009,Bordeaux,White,4.6,33,955.08,0.00481635,12
Domaine des Comtes Lafon Montrachet Grand Cru 2004,Domaine des Comtes Lafon,Montrachet Grand Cru,2004,Burgundy,Côte de Beaune White,4.6,31,1512.33,0.003041664,17
Domaine Henri Boillot Bâtard-Montrachet Grand Cru 2015,Domaine Henri Boillot,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.6,30,442.98,0.010384216,6
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2001,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2001,Burgundy,Côte de Beaune White,4.6,29,3831.24,0.001200656,20
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2013,Bordeaux,White,4.6,28,882.53,0.005212287,8
Château-Grillet Blanc 2002,Château-Grillet,Blanc,2002,Northern Rhône,White,4.6,27,228,0.020175439,19
Domaine Jean-Louis Chave Hermitage Blanc 2005,Domaine Jean-Louis Chave,Hermitage Blanc,2005,Northern Rhône,White,4.6,26,247.5,0.018585859,16
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2006,Domaine Coche-Dury,Corton-Charlemagne Grand Cru,2006,Burgundy,Côte de Beaune White,4.6,25,3821.16,0.001203823,15
Domaine des Comtes Lafon Montrachet Grand Cru 2007,Domaine des Comtes Lafon,Montrachet Grand Cru,2007,Burgundy,Côte de Beaune White,4.6,25,1613.15,0.002851564,14
Domaine Jacques Prieur Montrachet Grand Cru Blanc 2013,Domaine Jacques Prieur,Montrachet Grand Cru Blanc,2013,Burgundy,Côte de Beaune White,4.6,25,502.98,0.009145493,8
Raveneau Chablis Premier Cru 'Butteaux' 2010,Raveneau,Chablis Premier Cru 'Butteaux',2010,Burgundy,Chablis,4.5,244,254.16,0.017705382,11
Bonneau du Martray Corton-Charlemagne Grand Cru 2010,Bonneau du Martray,Corton-Charlemagne Grand Cru,2010,Burgundy,Côte de Beaune White,4.5,353,206.68,0.021772789,11
Gaja Gaia & Rey Langhe 2013,Gaja,Gaia & Rey Langhe,2013,Northern Italy,White,4.5,347,275.17,0.016353527,8
Gaja Gaia & Rey Langhe 2014,Gaja,Gaia & Rey Langhe,2014,Northern Italy,White,4.5,341,274.27,0.01640719,7
Gaja Gaia & Rey Langhe 2008,Gaja,Gaia & Rey Langhe,2008,Northern Italy,White,4.5,305,320.13,0.014056789,13
Gaja Gaia & Rey Langhe 2012,Gaja,Gaia & Rey Langhe,2012,Northern Italy,White,4.5,296,275.17,0.016353527,9
Domaine Coche-Dury Meursault Blanc 2013,Domaine Coche-Dury,Meursault Blanc,2013,Burgundy,Côte de Beaune White,4.5,259,453.7,0.009918448,8
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),Silex,2008,Upper Loire Valley,White,4.5,396,231.89,0.019405753,13
Gaja Gaia & Rey Langhe 2010,Gaja,Gaia & Rey Langhe,2010,Northern Italy,White,4.5,240,210,0.021428571,11
Château Margaux Pavillon Blanc du Château Margaux 2006,Château Margaux,Pavillon Blanc du Château Margaux,2006,Bordeaux,White,4.5,193,180,0.025,15
Domaine Coche-Dury Meursault Blanc 2007,Domaine Coche-Dury,Meursault Blanc,2007,Burgundy,Côte de Beaune White,4.5,179,504.11,0.008926623,14
Domaine Leflaive Bâtard-Montrachet Grand Cru 2008,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.5,154,394.8,0.011398176,13
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2010,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2010,Burgundy,Côte de Beaune White,4.5,152,292.68,0.015375154,11
Domaine Leflaive Bâtard-Montrachet Grand Cru 2009,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.5,149,530.28,0.008486083,12
Olivier Leflaive Bâtard-Montrachet Grand Cru 2011,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.5,140,245,0.018367347,10
Domaine Leflaive Chevalier-Montrachet Grand Cru 2008,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.5,132,450,0.01,13
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2005,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2005,Burgundy,Côte de Beaune White,4.5,129,205.85,0.021860578,16
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2015,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2015,German,Riesling,4.5,119,399.09,0.011275652,6
Domaine Leflaive Chevalier-Montrachet Grand Cru 2011,Domaine Leflaive,Chevalier-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.5,119,475,0.009473684,10
Vincent Dauvissat Les Clos Chablís Grand Cru 2007,Vincent Dauvissat,Les Clos Chablís Grand Cru,2007,Burgundy,Chablis,4.5,111,201.64,0.022317001,14
Raveneau Chablis Grand Cru 'Valmur' 2008,Raveneau,Chablis Grand Cru 'Valmur',2008,Burgundy,Chablis,4.5,106,522,0.00862069,13
Domaine Coche-Dury Meursault Blanc 2004,Domaine Coche-Dury,Meursault Blanc,2004,Burgundy,Côte de Beaune White,4.5,105,503.1,0.008944544,17
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2014,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2014,Burgundy,Côte de Beaune White,4.5,93,295,0.015254237,7
Domaine Leflaive Bâtard-Montrachet Grand Cru 2013,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.5,92,352.88,0.01275221,8
