FullName,Winery,Year,VintageRating,VintagePrice,VintageRatingPriceRatio,WineRating,WineRatingPriceRatio
Delas Clos Boucher Condrieu 2014,Delas,2014.0,4.2,63.69,0.065944418,4.0,0.062804208
Delas Clos Boucher Condrieu 2015,Delas,2015.0,4.2,50.0,0.084,4.0,0.08
Delas La Galopine Condrieu 2014,Delas,2014.0,4.1,41.67,0.098392129,3.9,0.093592513
Delas La Galopine Condrieu 2016,Delas,2016.0,4.0,40.0,0.1,3.9,0.0975
Delas La Galopine Condrieu 2017,Delas,2017.0,4.1,39.17,0.104671943,3.9,0.099565994
DeMorgenzon Reserve Chardonnay 2015,DeMorgenzon,2015.0,4.3,45.42,0.094671951,4.0,0.088066931
DeMorgenzon Reserve Chardonnay 2016,DeMorgenzon,2016.0,4.3,26.95,0.159554731,4.0,0.148423006
DeMorgenzon Reserve Chardonnay 2017,DeMorgenzon,2017.0,4.1,30.99,0.132300742,4.0,0.129073895
DeMorgenzon Reserve Chardonnay 2018,DeMorgenzon,2018.0,4.2,20.44,0.205479452,4.0,0.195694716
DeMorgenzon Reserve Chenin Blanc 2016,DeMorgenzon,2016.0,4.2,21.45,0.195804196,4.2,0.195804196
DeMorgenzon Reserve Chenin Blanc 2017,DeMorgenzon,2017.0,4.2,26.65,0.157598499,4.2,0.157598499
DeMorgenzon The Divas Chenin Blanc 2017,DeMorgenzon,2017.0,4.6,98.1,0.046890928,4.2,0.042813456
Denis Race Montmains Chablis 1er Cru 2017,Denis Race,2017.0,4.2,26.83,0.156541185,4.0,0.149086843
Deux Montille Saint-Romain 'Le Jarron' 2014,Deux Montille,2014.0,4.0,25.21,0.158667196,3.9,0.154700516
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),2008.0,4.0,54.61,0.073246658,4.2,0.076908991
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),2013.0,4.2,45.37,0.092572184,4.2,0.092572184
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),2014.0,4.2,46.21,0.090889418,4.2,0.090889418
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2015,Didier Dagueneau (Louis-Benjamin Dagueneau),2015.0,4.2,48.73,0.086189206,4.2,0.086189206
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2016,Didier Dagueneau (Louis-Benjamin Dagueneau),2016.0,4.2,48.73,0.086189206,4.2,0.086189206
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2004,Didier Dagueneau (Louis-Benjamin Dagueneau),2004.0,4.1,127.08,0.032263141,4.3,0.033836953
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2005,Didier Dagueneau (Louis-Benjamin Dagueneau),2005.0,4.2,142.33,0.029508888,4.3,0.03021148
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2007,Didier Dagueneau (Louis-Benjamin Dagueneau),2007.0,4.5,159.21,0.028264556,4.3,0.027008354
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),2008.0,4.2,159.21,0.026380252,4.3,0.027008354
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2010,Didier Dagueneau (Louis-Benjamin Dagueneau),2010.0,4.3,115.0,0.037391304,4.3,0.037391304
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2012,Didier Dagueneau (Louis-Benjamin Dagueneau),2012.0,4.3,78.14,0.055029434,4.3,0.055029434
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),2013.0,4.4,66.37,0.066295013,4.3,0.064788308
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),2014.0,4.3,104.6,0.041108987,4.3,0.041108987
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2015,Didier Dagueneau (Louis-Benjamin Dagueneau),2015.0,4.4,66.37,0.066295013,4.3,0.064788308
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2016,Didier Dagueneau (Louis-Benjamin Dagueneau),2016.0,4.3,109.0,0.039449541,4.3,0.039449541
Didier Dagueneau (Louis-Benjamin Dagueneau) Le Mont Damné Chavignol 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),2013.0,4.2,116.79,0.035961983,4.3,0.036818221
Didier Dagueneau (Louis-Benjamin Dagueneau) Le Mont Damné Chavignol 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),2014.0,4.5,116.79,0.038530696,4.3,0.036818221
Didier Dagueneau (Louis-Benjamin Dagueneau) Les Jardins de Babylone Jurançon Sec 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),2014.0,4.0,47.05,0.08501594,4.0,0.08501594
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2010,Didier Dagueneau (Louis-Benjamin Dagueneau),2010.0,4.2,87.38,0.048065919,4.3,0.049210346
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2012,Didier Dagueneau (Louis-Benjamin Dagueneau),2012.0,4.2,128.0,0.0328125,4.3,0.03359375
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),2013.0,4.3,85.7,0.050175029,4.3,0.050175029
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2015,Didier Dagueneau (Louis-Benjamin Dagueneau),2015.0,4.4,62.17,0.070773685,4.3,0.069165192
Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2016,Didier Dagueneau (Louis-Benjamin Dagueneau),2016.0,4.2,68.05,0.061719324,4.3,0.063188832
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2002,Didier Dagueneau (Louis-Benjamin Dagueneau),2002.0,4.4,191.56,0.022969305,4.4,0.022969305
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2005,Didier Dagueneau (Louis-Benjamin Dagueneau),2005.0,4.6,234.0,0.01965812,4.4,0.018803419
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),2008.0,4.5,231.89,0.019405753,4.4,0.018974514
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2009,Didier Dagueneau (Louis-Benjamin Dagueneau),2009.0,4.5,125.0,0.036,4.4,0.0352
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2010,Didier Dagueneau (Louis-Benjamin Dagueneau),2010.0,4.4,105.86,0.04156433,4.4,0.04156433
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2012,Didier Dagueneau (Louis-Benjamin Dagueneau),2012.0,4.4,110.9,0.039675383,4.4,0.039675383
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2013,Didier Dagueneau (Louis-Benjamin Dagueneau),2013.0,4.5,141.0,0.031914894,4.4,0.031205674
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),2014.0,4.4,105.02,0.041896782,4.4,0.041896782
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2015,Didier Dagueneau (Louis-Benjamin Dagueneau),2015.0,4.4,142.0,0.030985915,4.4,0.030985915
Didier Dagueneau (Louis-Benjamin Dagueneau) Silex 2016,Didier Dagueneau (Louis-Benjamin Dagueneau),2016.0,4.3,142.0,0.03028169,4.4,0.030985915
Dirty & Rowdy Familiar Blanc 2015,Dirty & Rowdy,2015.0,4.0,22.0,0.181818182,4.0,0.181818182
Dirty & Rowdy Skin and Concrete Egg Fermented Semillon 2014,Dirty & Rowdy,2014.0,4.1,21.0,0.195238095,3.9,0.185714286
Dittiére Sylvain La Porte Saint Jean La Perlée 2016,Dittiére Sylvain,2016.0,4.2,21.0,0.2,3.9,0.185714286
Do Ferreiro (Bodegas Gerardo Mendez) Cepas Vellas Rias Baixas Albariño 2017,Do Ferreiro (Bodegas Gerardo Mendez),2017.0,4.3,20.08,0.214143426,4.2,0.209163347
Do Ferreiro (Bodegas Gerardo Mendez) Cepas Vellas Rias Baixas Albariño 2018,Do Ferreiro (Bodegas Gerardo Mendez),2018.0,4.2,25.12,0.167197452,4.2,0.167197452
Dog Point Chardonnay 2016,Dog Point,2016.0,4.0,21.75,0.183908046,3.9,0.179310345
Dog Point Chardonnay 2017,Dog Point,2017.0,4.0,21.87,0.182898948,3.9,0.178326475
Dog Point Section 94 Sauvignon Blanc 2014,Dog Point,2014.0,4.0,22.99,0.173988691,3.9,0.169638973
Dog Point Section 94 Sauvignon Blanc 2017,Dog Point,2017.0,4.0,25.5,0.156862745,3.9,0.152941176
Domaine A Cailbourdin Triptyque Pouilly-Fumé 2015,Domaine A Cailbourdin,2015.0,4.2,34.9,0.12034384,4.1,0.11747851
Domaine A. et P. de Villaine Rully 1er Cru 'Gresigny' 2014,Domaine A. et P. de Villaine,2014.0,4.1,41.17,0.099587078,4.2,0.102016031
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Clavoillons' 2012,Domaine Alain Chavy,2012.0,4.4,42.5,0.103529412,4.2,0.098823529
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Clavoillons' 2014,Domaine Alain Chavy,2014.0,4.1,45.5,0.09010989,4.2,0.092307692
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2012,Domaine Alain Chavy,2012.0,4.2,53.9,0.077922078,4.3,0.079777365
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2014,Domaine Alain Chavy,2014.0,4.2,49.68,0.084541063,4.3,0.086553945
Domaine Alain Chavy Puligny-Montrachet 1er Cru 'Les Folatières' 2016,Domaine Alain Chavy,2016.0,4.4,48.28,0.091135046,4.3,0.089063795
Domaine Alain Chavy Puligny-Montrachet 2015,Domaine Alain Chavy,2015.0,4.3,40.99,0.104903635,4.1,0.100024396
Domaine Alain Chavy Puligny-Montrachet 2016,Domaine Alain Chavy,2016.0,4.3,44.54,0.096542434,4.1,0.092052088
Domaine Alain Chavy Puligny-Montrachet 2017,Domaine Alain Chavy,2017.0,4.3,44.54,0.096542434,4.1,0.092052088
Domaine Anne Gros Cuvée Marine Bourgogne Hautes-Côtes de Nuits Blanc 2017,Domaine Anne Gros,2017.0,4.1,23.53,0.174245644,4.0,0.16999575
Domaine Antoine Olivier L'Air de Rien Santenay 'Le Bievaux' 2015,Domaine Antoine Olivier,2015.0,4.0,36.52,0.109529025,4.1,0.112267251
Domaine Antonin Guyon Corton-Charlemagne Grand Cru 2015,Domaine Antonin Guyon,2015.0,4.2,138.63,0.030296473,4.3,0.031017817
Domaine Arnaud Lambert Clos David Saumur 2015,Domaine Arnaud Lambert,2015.0,4.0,23.19,0.172488141,3.9,0.168175938
Domaine Arretxea Hegoxuri 2014,Domaine Arretxea,2014.0,4.0,23.11,0.173085244,3.9,0.168758113
Domaine Bachey-Legros Chassagne-Montrachet 2015,Domaine Bachey-Legros,2015.0,4.0,36.0,0.111111111,4.1,0.113888889
Domaine Bachey-Legros Santenay 'Sous la Roche' 2015,Domaine Bachey-Legros,2015.0,4.1,27.75,0.147747748,4.1,0.147747748
Domaine Bachey-Legros Santenay 'Sous la Roche' 2016,Domaine Bachey-Legros,2016.0,4.0,24.9,0.16064257,4.1,0.164658635
Domaine Bachey-Legros Vieilles Vignes Chassagne-Montrachet 1er Cru 'Morgeot' 2015,Domaine Bachey-Legros,2015.0,4.4,30.09,0.146227983,4.2,0.139581256
Domaine Belleville Les Boudrières Puligny-Montrachet 2015,Domaine Belleville,2015.0,4.6,50.0,0.092,4.2,0.084
Domaine Belleville Rully 1er Cru 'La Pucelle' 2014,Domaine Belleville,2014.0,4.1,29.99,0.136712237,4.1,0.136712237
Domaine Belluard Les Alpes 2017,Domaine Belluard,2017.0,4.4,22.68,0.194003527,3.9,0.171957672
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru Champsgain 2013,Domaine Bernard Moreau et Fils,2013.0,4.4,63.0,0.06984127,4.3,0.068253968
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru 'La Maltroie' 2015,Domaine Bernard Moreau et Fils,2015.0,4.3,52.5,0.081904762,4.3,0.081904762
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru Morgeot 2012,Domaine Bernard Moreau et Fils,2012.0,4.4,49.17,0.089485459,4.3,0.087451698
Domaine Bernard Moreau et Fils Chassagne-Montrachet 1er Cru Morgeot 2015,Domaine Bernard Moreau et Fils,2015.0,4.2,56.08,0.07489301,4.3,0.076676177
Domaine Bernard Moreau et Fils Chassagne-Montrachet 2012,Domaine Bernard Moreau et Fils,2012.0,4.3,40.5,0.10617284,4.2,0.103703704
Domaine Bernard Moreau et Fils Chassagne-Montrachet 2016,Domaine Bernard Moreau et Fils,2016.0,4.2,40.5,0.103703704,4.2,0.103703704
Domaine Bernard Moreau et Fils Chassagne-Montrachet 2017,Domaine Bernard Moreau et Fils,2017.0,4.1,46.2,0.088744589,4.2,0.090909091
Domaine Bernard Moreau et Fils Les Vergers Chassagne-Montrachet 1er Cru 2015,Domaine Bernard Moreau et Fils,2015.0,4.4,52.5,0.083809524,4.4,0.083809524
Domaine Bernard-Bonin Meursault Vieilles Vigne 2016,Domaine Bernard-Bonin,2016.0,4.4,58.73,0.074919121,4.2,0.071513707
Domaine Berthelemot Meursault 2016,Domaine Berthelemot,2016.0,4.0,40.0,0.1,3.8,0.095
Domaine Berthelemot Puligny-Montrachet 'Les Levrons' 2015,Domaine Berthelemot,2015.0,4.3,38.0,0.113157895,4.2,0.110526316
Domaine Berthelemot Puligny-Montrachet 'Les Levrons' 2016,Domaine Berthelemot,2016.0,4.3,44.95,0.095661846,4.2,0.093437152
Domaine Blain-Gagnard Bâtard-Montrachet Grand Cru 2015,Domaine Blain-Gagnard,2015.0,4.7,242.6,0.019373454,4.4,0.018136851
Domaine Blain-Gagnard Chassagne-Montrachet 2013,Domaine Blain-Gagnard,2013.0,4.2,50.41,0.083316802,4.0,0.079349335
Domaine Blain-Gagnard Chassagne-Montrachet 2015,Domaine Blain-Gagnard,2015.0,4.0,38.65,0.103492885,4.0,0.103492885
Domaine Blain-Gagnard Chassagne-Montrachet 2017,Domaine Blain-Gagnard,2017.0,4.2,43.7,0.09610984,4.0,0.091533181
Domaine Blain-Gagnard Chassagne-Montrachet Premier Cru 'La Boudriotte' Blanc 2015,Domaine Blain-Gagnard,2015.0,4.2,57.13,0.073516541,4.2,0.073516541
Domaine Bohrmann Meursault 'Clos du Cromin' 2011,Domaine Bohrmann,2011.0,4.4,35.95,0.122392211,4.1,0.114047288
Domaine Bohrmann Puligny-Montrachet 'Grands Champs' 2011,Domaine Bohrmann,2011.0,4.2,38.4,0.109375,4.3,0.111979167
Domaine Borgeot Puligny-Montrachet 'Les Grands Champs' 2017,Domaine Borgeot,2017.0,4.3,58.95,0.072943172,4.3,0.072943172
Domaine Borgeot Vieilles Vignes Chassagne-Montrachet Blanc 2016,Domaine Borgeot,2016.0,4.1,54.95,0.074613285,4.1,0.074613285
Domaine Bzikot Puligny-Montrachet 2016,Domaine Bzikot,2016.0,4.1,49.0,0.083673469,4.1,0.083673469
Domaine Bzikot Puligny-Montrachet 2017,Domaine Bzikot,2017.0,4.0,47.0,0.085106383,4.1,0.087234043
Domaine Carrette Pouilly-Fuissé 2016,Domaine Carrette,2016.0,4.1,21.0,0.195238095,3.7,0.176190476
Domaine Christophe Curtat Sous l'Amandier Saint-Joseph 2016,Domaine Christophe Curtat,2016.0,4.1,40.25,0.101863354,4.0,0.099378882
Domaine Christophe Pichon Condrieu 2016,Domaine Christophe Pichon,2016.0,4.1,29.5,0.138983051,4.1,0.138983051
Domaine Christophe Pichon Condrieu 2017,Domaine Christophe Pichon,2017.0,4.0,30.16,0.132625995,4.1,0.135941645
Domaine Coche-Dury Bourgogne Aligoté 2010,Domaine Coche-Dury,2010.0,4.3,162.0,0.02654321,4.1,0.025308642
Domaine Coche-Dury Bourgogne Aligoté 2011,Domaine Coche-Dury,2011.0,4.1,144.87,0.028301236,4.1,0.028301236
Domaine Coche-Dury Bourgogne Aligoté 2013,Domaine Coche-Dury,2013.0,4.1,150.22,0.027293303,4.1,0.027293303
Domaine Coche-Dury Bourgogne Chardonnay 2007,Domaine Coche-Dury,2007.0,4.2,211.73,0.019836584,4.3,0.020308884
Domaine Coche-Dury Bourgogne Chardonnay 2009,Domaine Coche-Dury,2009.0,4.4,171.4,0.025670945,4.3,0.025087515
Domaine Coche-Dury Bourgogne Chardonnay 2010,Domaine Coche-Dury,2010.0,4.1,201.64,0.020333267,4.3,0.021325134
Domaine Coche-Dury Bourgogne Chardonnay 2011,Domaine Coche-Dury,2011.0,4.3,195.0,0.022051282,4.3,0.022051282
Domaine Coche-Dury Bourgogne Chardonnay 2016,Domaine Coche-Dury,2016.0,4.3,180.0,0.023888889,4.3,0.023888889
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1998,Domaine Coche-Dury,1998.0,4.8,2923.84,0.001641677,4.7,0.001607475
Domaine Coche-Dury Corton-Charlemagne Grand Cru 1999,Domaine Coche-Dury,1999.0,4.7,5242.75,0.000896476,4.7,0.000896476
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2001,Domaine Coche-Dury,2001.0,4.6,3831.24,0.001200656,4.7,0.001226757
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2004,Domaine Coche-Dury,2004.0,4.7,4022.8,0.00116834,4.7,0.00116834
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2005,Domaine Coche-Dury,2005.0,4.7,4738.64,0.000991846,4.7,0.000991846
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2006,Domaine Coche-Dury,2006.0,4.6,3821.16,0.001203823,4.7,0.001229993
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2007,Domaine Coche-Dury,2007.0,4.8,3478.36,0.001379961,4.7,0.001351211
Domaine Coche-Dury Corton-Charlemagne Grand Cru 2009,Domaine Coche-Dury,2009.0,4.8,4022.8,0.001193199,4.7,0.00116834
Domaine Coche-Dury Meursault Blanc 2002,Domaine Coche-Dury,2002.0,4.5,502.43,0.008956472,4.5,0.008956472
Domaine Coche-Dury Meursault Blanc 2003,Domaine Coche-Dury,2003.0,4.4,399.09,0.011025082,4.5,0.011275652
Domaine Coche-Dury Meursault Blanc 2004,Domaine Coche-Dury,2004.0,4.5,503.1,0.008944544,4.5,0.008944544
Domaine Coche-Dury Meursault Blanc 2006,Domaine Coche-Dury,2006.0,4.6,399.09,0.011526222,4.5,0.011275652
Domaine Coche-Dury Meursault Blanc 2007,Domaine Coche-Dury,2007.0,4.5,504.11,0.008926623,4.5,0.008926623
Domaine Coche-Dury Meursault Blanc 2010,Domaine Coche-Dury,2010.0,4.6,554.52,0.008295463,4.5,0.008115127
Domaine Coche-Dury Meursault Blanc 2011,Domaine Coche-Dury,2011.0,4.6,430.0,0.010697674,4.5,0.010465116
Domaine Coche-Dury Meursault Blanc 2012,Domaine Coche-Dury,2012.0,4.6,494.03,0.009311175,4.5,0.009108759
Domaine Coche-Dury Meursault Blanc 2013,Domaine Coche-Dury,2013.0,4.5,453.7,0.009918448,4.5,0.009918448
Domaine Coche-Dury Meursault Blanc 2014,Domaine Coche-Dury,2014.0,4.5,554.52,0.008115127,4.5,0.008115127
Domaine Coche-Dury Meursault Blanc 2015,Domaine Coche-Dury,2015.0,4.6,462.77,0.009940143,4.5,0.009724053
Domaine Coche-Dury Meursault Blanc 2016,Domaine Coche-Dury,2016.0,4.5,368.84,0.012200412,4.5,0.012200412
Domaine Coche-Dury Meursault Les Chevalieres 2008,Domaine Coche-Dury,2008.0,4.5,1038.47,0.004333298,4.5,0.004333298
Domaine Coche-Dury Meursault Les Rougeots 2001,Domaine Coche-Dury,2001.0,4.9,806.58,0.006075033,4.7,0.005827072
Domaine Coche-Dury Meursault Les Rougeots 2005,Domaine Coche-Dury,2005.0,4.8,1008.22,0.004760866,4.7,0.004661681
Domaine Coche-Dury Meursault Les Rougeots 2006,Domaine Coche-Dury,2006.0,4.6,630.14,0.007299965,4.7,0.00745866
Domaine Coche-Dury Meursault Les Rougeots 2007,Domaine Coche-Dury,2007.0,4.7,846.91,0.005549586,4.7,0.005549586
Domaine Coche-Dury Meursault Les Rougeots 2008,Domaine Coche-Dury,2008.0,4.6,756.17,0.006083288,4.7,0.006215534
Domaine Coche-Dury Meursault Les Rougeots 2009,Domaine Coche-Dury,2009.0,4.6,756.17,0.006083288,4.7,0.006215534
Domaine Coche-Dury Meursault Les Rougeots 2011,Domaine Coche-Dury,2011.0,4.7,705.75,0.006659582,4.7,0.006659582
Domaine Coche-Dury Meursault Les Rougeots 2012,Domaine Coche-Dury,2012.0,4.7,756.17,0.006215534,4.7,0.006215534
Domaine Coche-Dury Meursault Les Rougeots 2013,Domaine Coche-Dury,2013.0,4.6,695.67,0.006612331,4.7,0.006756077
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2005,Domaine Coche-Dury,2005.0,4.5,756.17,0.005951043,4.6,0.006083288
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2006,Domaine Coche-Dury,2006.0,4.6,554.52,0.008295463,4.6,0.008295463
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2007,Domaine Coche-Dury,2007.0,4.7,655.34,0.00717185,4.6,0.007019257
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2008,Domaine Coche-Dury,2008.0,4.5,705.75,0.006376196,4.6,0.006517889
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2009,Domaine Coche-Dury,2009.0,4.6,447.82,0.010271984,4.6,0.010271984
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2010,Domaine Coche-Dury,2010.0,4.7,722.68,0.00650357,4.6,0.006365196
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2011,Domaine Coche-Dury,2011.0,4.6,554.52,0.008295463,4.6,0.008295463
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2012,Domaine Coche-Dury,2012.0,4.7,725.92,0.006474543,4.6,0.006336786
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2013,Domaine Coche-Dury,2013.0,4.7,554.52,0.008475799,4.6,0.008295463
Domaine Coffinet-Duvernay Chassagne-Montrachet 1er Cru 'Les Blanchots Dessus' 2012,Domaine Coffinet-Duvernay,2012.0,4.3,40.33,0.106620382,4.2,0.104140838
Domaine Coffinet-Duvernay Chassagne-Montrachet 1er Cru 'Les Blanchots Dessus' 2015,Domaine Coffinet-Duvernay,2015.0,4.2,52.5,0.08,4.2,0.08
Domaine Coffinet-Duvernay Chassagne-Montrachet 1er Cru 'Les Fairendes' 2012,Domaine Coffinet-Duvernay,2012.0,4.4,40.33,0.109099926,4.2,0.104140838
Domaine Comte Georges de Vogüé Bourgogne Blanc 2008,Domaine Comte Georges de Vogüé,2008.0,4.3,342.68,0.01254815,4.2,0.012256332
Domaine Comte Georges de Vogüé Bourgogne Blanc 2012,Domaine Comte Georges de Vogüé,2012.0,4.2,332.98,0.01261337,4.2,0.01261337
Domaine Cordier Père & Fils Mâcon Fuissé 2015,Domaine Cordier Père & Fils,2015.0,4.0,21.67,0.184586987,3.8,0.175357637
Domaine Cordier Père & Fils Mâcon Milly-Lamartine 'Clos du Four' 2016,Domaine Cordier Père & Fils,2016.0,4.0,21.67,0.184586987,3.9,0.179972312
Domaine Cordier Père & Fils Pouilly-Fuissé 2017,Domaine Cordier Père & Fils,2017.0,4.0,33.25,0.120300752,4.0,0.120300752
Domaine Cordier Père & Fils Saint-Véran 'En Faux' 2017,Domaine Cordier Père & Fils,2017.0,4.0,20.83,0.192030725,4.0,0.192030725
Domaine Cordier Père & Fils Vieilles Vignes Pouilly-Fuissé 2017,Domaine Cordier Père & Fils,2017.0,4.0,28.33,0.141193082,4.0,0.141193082
Domaine Cordier Père & Fils Vignes Blanches Pouilly-Fuissé 2014,Domaine Cordier Père & Fils,2014.0,4.2,32.5,0.129230769,4.1,0.126153846
Domaine Cordier Père & Fils Vignes Blanches Pouilly-Fuissé 2015,Domaine Cordier Père & Fils,2015.0,4.0,30.83,0.129743756,4.1,0.13298735
Domaine Daniel Seguinot Chablis 1er Cru 'Fourchaume' 2015,Domaine Daniel Seguinot,2015.0,4.0,22.0,0.181818182,3.9,0.177272727
Domaine d'Auvenay (Lalou Bize Leroy) Meursault Les Narvaux 2004,Domaine d'Auvenay (Lalou Bize Leroy),2004.0,4.6,1613.15,0.002851564,4.6,0.002851564
Domaine de Beaurenard Châteauneuf-du-Pape Blanc 2017,Domaine de Beaurenard,2017.0,4.0,40.82,0.097991181,4.0,0.097991181
Domaine de Bel Air Pouilly-Fumé 2017,Domaine de Bel Air,2017.0,4.3,28.17,0.152644657,3.9,0.138445154
Domaine de Bellène Savigny-lès-Beaune 2013,Domaine de Bellène,2013.0,4.4,29.95,0.146911519,4.0,0.133555927
Domaine de Bellène Savigny-lès-Beaune 2017,Domaine de Bellène,2017.0,4.0,27.95,0.143112701,4.0,0.143112701
Domaine de Bellevue Gaïa 2016,Domaine de Bellevue,2016.0,4.1,26.89,0.152473038,4.0,0.148754184
Domaine de Bellevue Gaïa 2017,Domaine de Bellevue,2017.0,4.1,30.0,0.136666667,4.0,0.133333333
Domaine de Bellivière Calligramme Jasnières 2013,Domaine de Bellivière,2013.0,4.0,40.96,0.09765625,4.1,0.100097656
Domaine de Bellivière Jasnières 'Les Rosiers' 2016,Domaine de Bellivière,2016.0,4.0,23.53,0.16999575,4.0,0.16999575
Domaine de Bellivière Jasnières 'Les Rosiers' 2017,Domaine de Bellivière,2017.0,4.0,21.76,0.183823529,4.0,0.183823529
Domaine de Bellivière Vieilles Vignes Eparses Coteaux du Loir 2014,Domaine de Bellivière,2014.0,4.0,31.34,0.127632419,4.0,0.127632419
Domaine de Bellivière Vieilles Vignes Eparses Coteaux du Loir 2015,Domaine de Bellivière,2015.0,4.1,32.77,0.125114434,4.0,0.122062862
Domaine de Blagny Meursault-Blagny Premier Cru 2014,Domaine de Blagny,2014.0,4.1,58.0,0.070689655,4.2,0.072413793
Domaine de Chassorney Bigotes 2014,Domaine de Chassorney,2014.0,4.0,27.64,0.1447178,4.0,0.1447178
Domaine de Chassorney Saint-Romain 'Combe Bazin' 2015,Domaine de Chassorney,2015.0,4.1,36.88,0.111171367,4.1,0.111171367
Domaine de Chassorney Saint-Romain 'Combe Bazin' 2016,Domaine de Chassorney,2016.0,4.3,40.54,0.106068081,4.1,0.101134682
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1998,Domaine de Chevalier,1998.0,4.1,84.28,0.048647366,4.1,0.048647366
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2000,Domaine de Chevalier,2000.0,4.1,61.75,0.066396761,4.1,0.066396761
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2001,Domaine de Chevalier,2001.0,4.1,80.0,0.05125,4.1,0.05125
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,Domaine de Chevalier,2005.0,4.2,90.74,0.046286092,4.1,0.045184042
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2006,Domaine de Chevalier,2006.0,4.3,73.95,0.058147397,4.1,0.055442867
