FullName,Winery,Year,VintageRating,VintagePrice,VintageRatingPriceRatio,WineRating,WineRatingPriceRatio
A. Christmann Idig GG 2012,A. Christmann,2012.0,4.3,83.95,0.051220965,4.3,0.051220965
A. Christmann Idig GG 2014,A. Christmann,2014.0,4.1,77.95,0.052597819,4.3,0.055163566
A. Christmann Idig GG 2015,A. Christmann,2015.0,4.3,57.55,0.074717637,4.3,0.074717637
Abadal Nuat 2015,Abadal,2015.0,4.1,31.99,0.128165052,3.9,0.121913098
Abadia Retuerta Le Domaine Blanco de Guarda 2015,Abadia Retuerta,2015.0,4.1,29.0,0.14137931,4.2,0.144827586
Abadia Retuerta Le Domaine Blanco de Guarda 2016,Abadia Retuerta,2016.0,4.3,29.365,0.146432828,4.2,0.143027414
Abadia Retuerta Le Domaine Blanco de Guarda 2017,Abadia Retuerta,2017.0,4.3,37.0,0.116216216,4.2,0.113513514
Abadia Retuerta Le Domaine Blanco de Guarda 2018,Abadia Retuerta,2018.0,4.2,29.74,0.141223941,4.2,0.141223941
Abbatucci Diplomate d'Empire (Cuvée Collection Il Cavaliere) 2013,Abbatucci,2013.0,4.2,47.39,0.088626292,4.1,0.086516143
Abbatucci Diplomate d'Empire (Cuvée Collection Il Cavaliere) 2015,Abbatucci,2015.0,4.0,55.0,0.072727273,4.1,0.074545455
Abbatucci Diplomate d'Empire (Cuvée Collection Il Cavaliere) 2016,Abbatucci,2016.0,4.3,65.0,0.066153846,4.1,0.063076923
Abbatucci Général de la Révolution (Cuvée Collection) 2012,Abbatucci,2012.0,4.1,61.67,0.066482893,4.3,0.069725961
Abbatucci Général de la Révolution (Cuvée Collection) 2013,Abbatucci,2013.0,4.3,61.67,0.069725961,4.3,0.069725961
Abbatucci Général de la Révolution (Cuvée Collection) 2014,Abbatucci,2014.0,4.4,42.01,0.104736967,4.3,0.102356582
Abbatucci Général de la Révolution (Cuvée Collection) 2015,Abbatucci,2015.0,4.3,49.57,0.086746016,4.3,0.086746016
Abel Mendoza Monge 5V Blanco 2017,Abel Mendoza Monge,2017.0,4.0,35.1,0.113960114,4.0,0.113960114
Abel Mendoza Monge Viura 2017,Abel Mendoza Monge,2017.0,4.2,26.0,0.161538462,4.0,0.153846154
Adega Familiar Eladio Piñeiro Frore de Carme 2015,Adega Familiar Eladio Piñeiro,2015.0,4.4,23.08,0.190641248,4.2,0.181975737
Agnès Paquet Auxey-Duresses Blanc 2016,Agnès Paquet,2016.0,4.1,25.6,0.16015625,3.9,0.15234375
Agnès Paquet Auxey-Duresses Blanc 2017,Agnès Paquet,2017.0,4.1,26.47,0.154892331,3.9,0.147336607
Agro de Bazán Granbazán Albariño Etiqueta Ámbar 2016,Agro de Bazán,2016.0,4.1,15.02,0.272969374,3.9,0.259653795
Agro de Bazán Granbazán Don Álvaro de Bazán Albariño 2014,Agro de Bazán,2014.0,4.0,20.16,0.198412698,4.0,0.198412698
Alain Geoffroy Chablis Grand Cru 'Les Clos' 2007,Alain Geoffroy,2007.0,4.2,41.93,0.100166945,4.3,0.102551872
Alain Girard & Fils Domaine des Brosses Sancerre 2017,Alain Girard & Fils,2017.0,4.1,29.5,0.138983051,4.0,0.13559322
Alain Gras Saint-Romain Blanc 2017,Alain Gras,2017.0,4.0,28.25,0.14159292,3.9,0.138053097
Alain Gueneau La Guiberte Sancerre 2017,Alain Gueneau,2017.0,4.2,28.99,0.144877544,4.0,0.137978613
Alain Jaume Domaine Grand Veneur Châteauneuf-Du-Pape La Fontaine Blanc 2015,Alain Jaume,2015.0,4.2,35.29,0.119013885,4.1,0.116180221
Alain Jaume Domaine Grand Veneur Châteauneuf-Du-Pape La Fontaine Blanc 2016,Alain Jaume,2016.0,4.2,29.41,0.142808569,4.1,0.139408365
Alain Jaume Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' Blanc 2017,Alain Jaume,2017.0,4.1,24.79,0.16538927,4.2,0.169423154
Alain Voge Fleur de Crussol Saint-Péray 2017,Alain Voge,2017.0,4.1,27.73,0.147854309,4.1,0.147854309
Albert Bichot Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2009,Albert Bichot,2009.0,4.3,53.33,0.080630039,4.3,0.080630039
Albert Bichot Château Gris Les Terrasses Monopole Nuits-Saint-Georges 2015,Albert Bichot,2015.0,4.3,34.45,0.124818578,4.3,0.124818578
Albert Bichot Meursault 2015,Albert Bichot,2015.0,4.2,82.5,0.050909091,4.0,0.048484848
Albert Bichot Montagny Premier Cru 2015,Albert Bichot,2015.0,4.0,20.08,0.199203187,3.9,0.194223108
Albert Bichot Puligny-Montrachet 2015,Albert Bichot,2015.0,4.3,74.55,0.05767941,4.0,0.053655265
Albert Boxler Gewürztraminer 2016,Albert Boxler,2016.0,4.2,22.48,0.18683274,4.1,0.182384342
Albert Boxler Gewürztraminer Réserve 2013,Albert Boxler,2013.0,4.2,23.07,0.182054616,4.1,0.177719983
Albert Grivault Clos Des Perrières Meursault 1er Cru 2014,Albert Grivault,2014.0,4.1,86.0,0.047674419,4.3,0.05
Albert Grivault Clos du Murger Meursault 2015,Albert Grivault,2015.0,4.2,46.21,0.090889418,4.2,0.090889418
Albert Grivault Clos du Murger Meursault 2016,Albert Grivault,2016.0,4.1,49.57,0.082711317,4.2,0.084728667
Albert Grivault Clos du Murger Meursault 2017,Albert Grivault,2017.0,4.1,40.33,0.101661294,4.2,0.104140838
Albert Grivault Meursault 1er Cru 'Perrières' 2013,Albert Grivault,2013.0,4.2,88.22,0.047608252,4.2,0.047608252
Albert Grivault Meursault 1er Cru 'Perrières' 2014,Albert Grivault,2014.0,4.2,79.95,0.052532833,4.2,0.052532833
Albert Grivault Meursault 1er Cru 'Perrières' 2015,Albert Grivault,2015.0,4.4,93.33,0.047144541,4.2,0.045001607
Albert Mann Pinot Gris Grand Cru Furstentum 2013,Albert Mann,2013.0,4.1,37.81,0.108436921,4.1,0.108436921
Albert Mann Pinot Gris Grand Cru Hengst 2013,Albert Mann,2013.0,4.1,37.81,0.108436921,4.0,0.105792118
Albert Mann Riesling Grand Cru Schlossberg 2009,Albert Mann,2009.0,4.2,29.99,0.140046682,4.2,0.140046682
Albert Mann Vieilles Vignes Gewürztraminer Grand Cru Furstentum 2015,Albert Mann,2015.0,4.0,32.0,0.125,4.0,0.125
Alex Gambal Fixin 2015,Alex Gambal,2015.0,4.2,23.44,0.179180887,4.0,0.170648464
Alexandre Bain L. d'Ange Pouilly-Fumé 2014,Alexandre Bain,2014.0,4.0,31.09,0.128658733,3.9,0.125442264
Alexandre Bain Pierre Précieuse Pouilly-Fumé 2015,Alexandre Bain,2015.0,4.0,24.49,0.163331972,4.1,0.167415272
Alexandre Bain Pierre Précieuse Pouilly-Fumé 2017,Alexandre Bain,2017.0,4.1,28.5,0.143859649,4.1,0.143859649
Alfredo Arribas Trossos Tros Blanc 2013,Alfredo Arribas,2013.0,4.3,36.09,0.119146578,4.1,0.113604877
Alfredo Arribas Trossos Tros Blanc 2014,Alfredo Arribas,2014.0,4.0,34.87,0.114711787,4.1,0.117579581
Alheit Vineyards Cartology (Bush Vines) 2013,Alheit Vineyards,2013.0,4.3,47.68,0.090184564,4.2,0.088087248
Alheit Vineyards Cartology (Bush Vines) 2014,Alheit Vineyards,2014.0,4.3,36.0,0.119444444,4.2,0.116666667
Alheit Vineyards Cartology (Bush Vines) 2015,Alheit Vineyards,2015.0,4.2,39.99,0.105026257,4.2,0.105026257
Alheit Vineyards Cartology (Bush Vines) 2016,Alheit Vineyards,2016.0,4.1,34.99,0.117176336,4.2,0.120034296
Alheit Vineyards Cartology (Bush Vines) 2017,Alheit Vineyards,2017.0,4.1,34.99,0.117176336,4.2,0.120034296
Alheit Vineyards Fire By Night 2017,Alheit Vineyards,2017.0,4.0,44.95,0.088987764,4.1,0.091212458
Alheit Vineyards Hemelrand Vine Garden 2015,Alheit Vineyards,2015.0,4.1,27.2,0.150735294,4.1,0.150735294
Alheit Vineyards Hemelrand Vine Garden 2016,Alheit Vineyards,2016.0,4.0,26.0,0.153846154,4.1,0.157692308
Alheit Vineyards Hemelrand Vine Garden 2017,Alheit Vineyards,2017.0,4.3,26.0,0.165384615,4.1,0.157692308
Alheit Vineyards La Colline Vineyard Semillon 2017,Alheit Vineyards,2017.0,4.3,77.8,0.055269923,4.4,0.05655527
Alheit Vineyards Magnetic North Mountain Makstok 2015,Alheit Vineyards,2015.0,4.3,59.99,0.071678613,4.4,0.073345558
Alheit Vineyards Magnetic North Mountain Makstok 2017,Alheit Vineyards,2017.0,4.5,72.2,0.06232687,4.4,0.060941828
Allende Martires Rioja 2012,Allende,2012.0,4.5,125.85,0.035756853,4.4,0.034962257
Allende Martires Rioja 2013,Allende,2013.0,4.6,98.0,0.046938776,4.4,0.044897959
Allende Martires Rioja 2015,Allende,2015.0,4.4,115.11,0.038224307,4.4,0.038224307
Allende Martires Rioja 2016,Allende,2016.0,4.3,85.28,0.050422139,4.4,0.051594747
Allende Rioja Blanco 2014,Allende,2014.0,4.0,26.75,0.14953271,3.9,0.145794393
Allimant-Laugner Pinot Gris 2016,Allimant-Laugner,2016.0,4.0,20.7,0.193236715,3.7,0.178743961
Almenkerk Wine Estate Chardonnay 2016,Almenkerk Wine Estate,2016.0,4.2,23.44,0.179180887,4.2,0.179180887
Alois Lageder Am Sand Gewürztraminer 2016,Alois Lageder,2016.0,4.0,24.62,0.162469537,3.9,0.158407799
Alois Lageder Casón Hirschprunn Bianco 2012,Alois Lageder,2012.0,4.3,28.06,0.153243051,4.2,0.149679259
Alois Lageder Fórra Bianco 2016,Alois Lageder,2016.0,4.1,25.61,0.160093713,4.1,0.160093713
Alois Lageder Löwengang Chardonnay 2011,Alois Lageder,2011.0,4.2,35.54,0.118176702,4.2,0.118176702
Alois Lageder Löwengang Chardonnay 2016,Alois Lageder,2016.0,4.2,40.15,0.104607721,4.2,0.104607721
Alpha Estate (Κτήμα Αλφα) Chardonnay 2017,Alpha Estate (Κτήμα Αλφα),2017.0,4.0,21.5,0.186046512,3.9,0.181395349
Alpha Estate (Κτήμα Αλφα) Sauvignon Blanc Fumé 2018,Alpha Estate (Κτήμα Αλφα),2018.0,4.2,21.5,0.195348837,4.1,0.190697674
Alphonse Mellot Edmond Sancerre 2014,Alphonse Mellot,2014.0,4.1,40.33,0.101661294,4.1,0.101661294
Alphonse Mellot Edmond Sancerre 2016,Alphonse Mellot,2016.0,4.1,37.81,0.108436921,4.1,0.108436921
Alphonse Mellot Génération Dix-Neuf Sancerre 2013,Alphonse Mellot,2013.0,4.1,24.37,0.168239639,4.1,0.168239639
Alphonse Mellot Génération Dix-Neuf Sancerre 2014,Alphonse Mellot,2014.0,4.2,38.65,0.108667529,4.1,0.106080207
Alphonse Mellot Génération Dix-Neuf Sancerre 2016,Alphonse Mellot,2016.0,4.1,35.29,0.116180221,4.1,0.116180221
Alphonse Mellot Les Pénitents Chardonnay 2015,Alphonse Mellot,2015.0,4.0,20.83,0.192030725,3.7,0.177628421
Alphonse Mellot Les Romains Sancerre Blanc 2011,Alphonse Mellot,2011.0,4.1,38.33,0.106965823,3.8,0.099139056
Alphonse Mellot Les Romains Sancerre Blanc 2013,Alphonse Mellot,2013.0,4.0,27.64,0.1447178,3.8,0.13748191
Alphonse Mellot Pouilly-Fumé 2017,Alphonse Mellot,2017.0,4.0,20.0,0.2,3.9,0.195
Alphonse Mellot Pouilly-Fumé 2018,Alphonse Mellot,2018.0,4.1,20.0,0.205,3.9,0.195
Alphonse Mellot Sancerre 2017,Alphonse Mellot,2017.0,4.2,25.93,0.161974547,3.8,0.1465484
Alphonse Mellot Satellite Sancerre 2012,Alphonse Mellot,2012.0,4.0,42.22,0.094741829,4.0,0.094741829
Alphonse Mellot Satellite Sancerre 2016,Alphonse Mellot,2016.0,4.1,35.68,0.114910314,4.0,0.112107623
Alta Alella Lanius 2017,Alta Alella,2017.0,4.0,29.93,0.133645172,4.0,0.133645172
Altura Ansonaco 2017,Altura,2017.0,4.2,29.83,0.140797855,4.0,0.134093195
Alves de Sousa Berço Branco 2012,Alves de Sousa,2012.0,4.3,22.26,0.193171608,3.9,0.175202156
Alzinger Smaragd Loibenberg Grüner Veltliner 2016,Alzinger,2016.0,4.1,26.63,0.153961697,4.0,0.150206534
Alzinger Smaragd Steinertal Grüner Veltliner 2016,Alzinger,2016.0,4.2,33.19,0.12654414,4.0,0.120518228
Amiot Guy Chassagne-Montrachet 1er Cru 'Cailleret' 2013,Amiot Guy,2013.0,4.2,55.0,0.076363636,4.3,0.078181818
Amiot Guy Chassagne-Montrachet 1er Cru 'Cailleret' 2014,Amiot Guy,2014.0,4.3,48.5,0.088659794,4.3,0.088659794
Amiot Guy Chassagne-Montrachet 1er Cru 'Cailleret' 2015,Amiot Guy,2015.0,4.2,81.33,0.051641461,4.3,0.052871019
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Macherelles' 2013,Amiot Guy,2013.0,4.3,45.99,0.093498587,4.2,0.091324201
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Macherelles' 2015,Amiot Guy,2015.0,4.3,55.0,0.078181818,4.2,0.076363636
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Vergers' 2012,Amiot Guy,2012.0,4.4,55.0,0.08,4.3,0.078181818
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Vergers' 2013,Amiot Guy,2013.0,4.4,49.99,0.088017604,4.3,0.086017203
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Vergers' 2014,Amiot Guy,2014.0,4.4,55.0,0.08,4.3,0.078181818
Amiot Guy Chassagne-Montrachet 1er Cru 'Les Vergers' 2015,Amiot Guy,2015.0,4.4,60.0,0.073333333,4.3,0.071666667
Amisfield Pinot Gris 2016,Amisfield,2016.0,4.0,26.8,0.149253731,4.0,0.149253731
Amisfield Pinot Gris 2017,Amisfield,2017.0,4.2,28.45,0.147627417,4.0,0.14059754
André Perret Condrieu 2014,André Perret,2014.0,4.1,41.48,0.098842816,4.1,0.098842816
André Perret Condrieu Chery 2014,André Perret,2014.0,4.3,45.82,0.093845482,4.3,0.093845482
André Perret Condrieu Chery 2015,André Perret,2015.0,4.3,49.96,0.086068855,4.3,0.086068855
André Perret Condrieu Chery 2016,André Perret,2016.0,4.3,48.0,0.089583333,4.3,0.089583333
André Perret Condrieu Chery 2017,André Perret,2017.0,4.5,49.9,0.090180361,4.3,0.086172345
Andrea Felici Vigna Il Cantico della Figura Castelli di Jesi Verdicchio Riserva Classico 2016,Andrea Felici,2016.0,4.2,40.17,0.104555639,4.0,0.099576799
Anne Boisson Meursault Sous la Velle 2013,Anne Boisson,2013.0,4.2,65.53,0.064092782,4.2,0.064092782
Anne Marie et Marc Tempé Pinot Blanc 'Zellenberg' 2016,Anne Marie et Marc Tempé,2016.0,4.0,22.95,0.174291939,3.9,0.169934641
Anne Marie et Marc Tempé Pinot Gris 'Zellenberg' 2016,Anne Marie et Marc Tempé,2016.0,4.0,31.7,0.126182965,4.0,0.126182965
Anselmi Capitel Croce 2015,Anselmi,2015.0,4.1,23.0,0.17826087,3.9,0.169565217
Anselmi Capitel Foscarino 2018,Anselmi,2018.0,4.0,20.84,0.19193858,3.9,0.187140115
Anselmo Mendes Curtimenta Alvarinho 2013,Anselmo Mendes,2013.0,4.2,42.8,0.098130841,4.2,0.098130841
Anselmo Mendes Curtimenta Alvarinho 2014,Anselmo Mendes,2014.0,4.2,21.97,0.191169777,4.2,0.191169777
Anselmo Mendes Curtimenta Alvarinho 2016,Anselmo Mendes,2016.0,4.0,20.96,0.190839695,4.2,0.200381679
Anselmo Mendes Expressoes 2016,Anselmo Mendes,2016.0,4.3,20.74,0.207328833,4.1,0.197685632
Anselmo Mendes Parcela Única Escolha 2012,Anselmo Mendes,2012.0,4.3,89.8,0.047884187,4.3,0.047884187
Anselmo Mendes Parcela Única Escolha 2013,Anselmo Mendes,2013.0,4.2,75.8,0.055408971,4.3,0.056728232
Anselmo Mendes Parcela Única Escolha 2014,Anselmo Mendes,2014.0,4.3,30.41,0.141400855,4.3,0.141400855
Anselmo Mendes Parcela Única Escolha 2016,Anselmo Mendes,2016.0,4.3,26.84,0.160208644,4.3,0.160208644
Anselmo Mendes Parcela Única Escolha 2017,Anselmo Mendes,2017.0,4.3,25.42,0.169158143,4.3,0.169158143
Antica Chardonnay 2016,Antica,2016.0,4.0,34.99,0.114318377,4.0,0.114318377
Antinori Castello della Sala Cervaro della Sala 2011,Antinori,2011.0,4.4,46.21,0.095217485,4.4,0.095217485
Antinori Castello della Sala Cervaro della Sala 2015,Antinori,2015.0,4.4,37.81,0.11637133,4.4,0.11637133
Antinori Castello della Sala Cervaro della Sala 2016,Antinori,2016.0,4.4,33.61,0.130913419,4.4,0.130913419
Antinori Castello della Sala Cervaro della Sala 2017,Antinori,2017.0,4.4,56.0,0.078571429,4.4,0.078571429
Antinori Castello della Sala Cervaro della Sala 2018,Antinori,2018.0,4.4,37.81,0.11637133,4.4,0.11637133
Antinori Castello della Sala Conte della Vipera 2018,Antinori,2018.0,4.1,25.0,0.164,4.0,0.16
Antoine Arena Bianco Gentile 2016,Antoine Arena,2016.0,4.2,23.53,0.178495538,3.9,0.165745856
Antoine Arena Carco Patrimonio Blanc 2015,Antoine Arena,2015.0,4.1,21.84,0.187728938,3.9,0.178571429
Antoine Arena Carco Patrimonio Blanc 2016,Antoine Arena,2016.0,4.1,21.84,0.187728938,3.9,0.178571429
Antoine Arena Carco Patrimonio Blanc 2017,Antoine Arena,2017.0,4.0,22.6,0.17699115,3.9,0.172566372
Anton Bauer Rosenberg Grüner Veltliner 2017,Anton Bauer,2017.0,4.0,25.17,0.158919348,3.8,0.150973381
Arbe Garbe White 2017,Arbe Garbe,2017.0,4.2,39.95,0.105131414,4.2,0.105131414
Arendsig Inspirational Batch 3 Chenin Blanc 2017,Arendsig,2017.0,4.1,20.11,0.203878667,4.2,0.208851318
Argyros Cuvée Monsignori 2017,Argyros,2017.0,4.3,25.95,0.165703276,4.3,0.165703276
Arínzano Gran Vino Blanco 2010,Arínzano,2010.0,4.1,59.99,0.068344724,4.2,0.070011669
Arínzano Gran Vino Blanco 2014,Arínzano,2014.0,4.3,55.54,0.077421678,4.2,0.075621174
Arínzano Gran Vino Blanco 2016,Arínzano,2016.0,4.5,69.65,0.064608758,4.2,0.060301508
Arnaldo-Caprai Cuvée Secrète Umbria 2016,Arnaldo-Caprai,2016.0,4.0,27.35,0.146252285,3.9,0.142595978
Arnaud Ente Bourgogne Chardonnay 2011,Arnaud Ente,2011.0,4.0,151.23,0.026449778,4.2,0.027772267
Arnaud Ente Bourgogne Chardonnay 2014,Arnaud Ente,2014.0,4.1,167.5,0.024477612,4.2,0.025074627
Arnaud Ente Bourgogne Chardonnay 2015,Arnaud Ente,2015.0,4.2,199.0,0.021105528,4.2,0.021105528
Arnaud Ente Bourgogne Chardonnay 2016,Arnaud Ente,2016.0,4.0,145.0,0.027586207,4.2,0.028965517
Arnaud Ente Meursault 2007,Arnaud Ente,2007.0,4.5,403.29,0.011158224,4.4,0.010910263
Arnaud Ente Meursault 2011,Arnaud Ente,2011.0,4.4,478.905,0.009187626,4.4,0.009187626
Arnaud Ente Meursault 2015,Arnaud Ente,2015.0,4.6,315.0,0.014603175,4.4,0.013968254
Arnaud Ente Meursault 'Clos des Ambres' 2007,Arnaud Ente,2007.0,4.4,900.0,0.004888889,4.4,0.004888889
Arnaud Ente Meursault 'Clos des Ambres' 2009,Arnaud Ente,2009.0,4.3,502.68,0.00855415,4.4,0.008753083
Arnaud Ente Meursault 'Clos des Ambres' 2010,Arnaud Ente,2010.0,4.4,604.935,0.007273509,4.4,0.007273509
Arnaud Ente Meursault 'Clos des Ambres' 2011,Arnaud Ente,2011.0,4.3,554.52,0.007754454,4.4,0.00793479
Arnaud Ente Meursault 'Clos des Ambres' 2015,Arnaud Ente,2015.0,4.4,688.0,0.006395349,4.4,0.006395349
Artemis Karamolegos Assyrtiko 34 2017,Artemis Karamolegos,2017.0,4.3,30.49,0.141029846,4.2,0.137750082
Artemis Karamolegos Nykteri 2016,Artemis Karamolegos,2016.0,4.1,31.0,0.132258065,3.7,0.119354839
Artemis Karamolegos Pyritis Mega Cuvée 2016,Artemis Karamolegos,2016.0,4.1,40.0,0.1025,4.2,0.105
Artemis Karamolegos Pyritis Mega Cuvée 2017,Artemis Karamolegos,2017.0,4.2,45.6,0.092105263,4.2,0.092105263
Ascheri Arneis Langhe 2017,Ascheri,2017.0,4.1,21.4,0.191588785,3.8,0.177570093
Ata Rangi Craighall Chardonnay 2014,Ata Rangi,2014.0,4.1,55.87,0.073384643,4.1,0.073384643
Ata Rangi Craighall Chardonnay 2015,Ata Rangi,2015.0,4.0,37.95,0.105401845,4.1,0.108036891
Ata Rangi Craighall Chardonnay 2016,Ata Rangi,2016.0,4.2,36.99,0.113544201,4.1,0.110840768
Ata Rangi Craighall Chardonnay 2017,Ata Rangi,2017.0,4.3,41.95,0.10250298,4.1,0.097735399
Ata Rangi Lismore Pinot Gris 2018,Ata Rangi,2018.0,4.2,27.99,0.150053591,3.9,0.139335477
Ata Rangi Petrie Chardonnay 2014,Ata Rangi,2014.0,4.1,23.92,0.171404682,4.0,0.16722408
Ataraxia Chardonnay 2013,Ataraxia,2013.0,4.0,23.0,0.173913043,4.1,0.17826087
Ataraxia Chardonnay 2017,Ataraxia,2017.0,4.0,24.95,0.160320641,4.1,0.164328657
Attis Nana Albariño 2016,Attis,2016.0,4.1,21.55,0.19025522,4.0,0.185614849
Au Bon Climat Chardonnay Sanford & Benedict Vineyard 2015,Au Bon Climat,2015.0,4.0,38.65,0.103492885,4.1,0.106080207
Au Bon Climat Chardonnay Santa Barbara County 2017,Au Bon Climat,2017.0,4.0,23.83,0.167855644,4.0,0.167855644
Au Bon Climat Chardonnay Santa Maria Valley 2017,Au Bon Climat,2017.0,4.1,24.37,0.168239639,3.9,0.160032827
Au Bon Climat Hildegard 2014,Au Bon Climat,2014.0,4.2,45.33,0.092653872,4.2,0.092653872
Au Bon Climat Hildegard 2015,Au Bon Climat,2015.0,4.3,28.7,0.149825784,4.2,0.146341463
Au Bon Climat Hildegard 2016,Au Bon Climat,2016.0,4.2,35.44,0.118510158,4.2,0.118510158
Au Bon Climat Wild Boy Chardonnay 2014,Au Bon Climat,2014.0,4.2,33.33,0.126012601,4.1,0.123012301
Au Bon Climat Wild Boy Chardonnay 2016,Au Bon Climat,2016.0,4.2,20.75,0.202409639,4.1,0.197590361
Au Bon Climat Wild Boy Chardonnay 2017,Au Bon Climat,2017.0,4.1,23.76,0.172558923,4.1,0.172558923
Au Pied du Mont Chauve Chassagne Montrachet 1er Cru 'Les Vergers' 2013,Au Pied du Mont Chauve,2013.0,4.2,61.67,0.068104427,4.3,0.069725961
Au Pied du Mont Chauve Chassagne Montrachet 'En Pimont' 2014,Au Pied du Mont Chauve,2014.0,4.0,40.0,0.1,4.0,0.1
Au Pied du Mont Chauve Chassagne-Montrachet Premier Cru 'La Maltroie' 2014,Au Pied du Mont Chauve,2014.0,4.3,66.67,0.064496775,4.2,0.06299685
Au Pied du Mont Chauve Puligny Montrachet Premier Cru 'La Garenne' 2014,Au Pied du Mont Chauve,2014.0,4.3,66.67,0.064496775,4.3,0.064496775
Aubert Chardonnay CIX 2013,Aubert,2013.0,4.5,236.0,0.019067797,4.6,0.019491525
Aubert Chardonnay Larry Hyde & Sons 2013,Aubert,2013.0,4.4,177.5,0.024788732,4.5,0.025352113
Aubert Chardonnay Larry Hyde & Sons 2017,Aubert,2017.0,4.8,168.0,0.028571429,4.5,0.026785714
Aubert Chardonnay Lauren 2014,Aubert,2014.0,4.5,234.0,0.019230769,4.5,0.019230769
Aubert Chardonnay Ritchie Vineyard 2014,Aubert,2014.0,4.6,231.0,0.01991342,4.5,0.019480519
Auvigue Le Moulin du Pont Saint-Véran 2016,Auvigue,2016.0,4.2,21.99,0.190995907,3.9,0.177353342
Auvigue Vieilles Vignes Pouilly-Fuissé 2015,Auvigue,2015.0,4.2,28.95,0.14507772,4.0,0.138169257
Ayunta Piante Sparse Etna Bianco 2017,Ayunta,2017.0,4.0,28.99,0.137978613,4.0,0.137978613
Azores Wine Company Arinto dos Açores 2014,Azores Wine Company,2014.0,4.1,23.56,0.174023769,3.9,0.165534805
B Vintners Haarlem to Hope 2017,B Vintners,2017.0,4.1,20.95,0.195704057,4.0,0.190930788
Babylonstoren Chardonnay 2017,Babylonstoren,2017.0,4.3,21.35,0.201405152,4.2,0.196721311
Babylonstoren Chardonnay 2018,Babylonstoren,2018.0,4.1,20.79,0.197210197,4.2,0.202020202
Bachelder Chardonnay 2014,Bachelder,2014.0,4.0,27.75,0.144144144,4.0,0.144144144
Bachelder Chardonnay 2015,Bachelder,2015.0,4.1,33.95,0.120765832,3.9,0.114874816
Bachelet-Monnot Bâtard-Montrachet Grand Cru 2015,Bachelet-Monnot,2015.0,4.7,260.0,0.018076923,4.4,0.016923077
Bachelet-Monnot Bourgogne Blanc 2016,Bachelet-Monnot,2016.0,4.0,23.0,0.173913043,3.9,0.169565217
Bachelet-Monnot Bourgogne Blanc 2017,Bachelet-Monnot,2017.0,4.0,23.11,0.173085244,3.9,0.168758113
Bachelet-Monnot Chassagne-Montrachet 2015,Bachelet-Monnot,2015.0,4.3,46.55,0.092373792,4.2,0.090225564
Bachelet-Monnot Chassagne-Montrachet 2016,Bachelet-Monnot,2016.0,4.3,41.17,0.104444984,4.2,0.102016031
Bachelet-Monnot Chassagne-Montrachet 2017,Bachelet-Monnot,2017.0,4.2,37.6,0.111702128,4.2,0.111702128
Bachelet-Monnot Maranges 1er Cru 'La Fussière' Blanc 2015,Bachelet-Monnot,2015.0,4.0,28.45,0.14059754,4.1,0.144112478
Bachelet-Monnot Puligny-Montrachet 2015,Bachelet-Monnot,2015.0,4.2,52.0,0.080769231,4.2,0.080769231
Bachelet-Monnot Puligny-Montrachet 2016,Bachelet-Monnot,2016.0,4.3,43.7,0.098398169,4.2,0.09610984
Bachelet-Monnot Puligny-Montrachet 2017,Bachelet-Monnot,2017.0,4.2,56.0,0.075,4.2,0.075
Badenhorst Sout Van Die Aarde Palomino 2016,Badenhorst,2016.0,4.0,37.0,0.108108108,4.1,0.110810811
Badenhorst The Golden Slopes Chenin Blanc 2016,Badenhorst,2016.0,4.2,35.99,0.116699083,4.2,0.116699083
Badenhorst The Golden Slopes Chenin Blanc 2017,Badenhorst,2017.0,4.2,36.99,0.113544201,4.2,0.113544201
Badenhorst White Blend 2013,Badenhorst,2013.0,4.0,24.95,0.160320641,4.0,0.160320641
Badenhorst White Blend 2016,Badenhorst,2016.0,4.1,28.0,0.146428571,4.0,0.142857143
Bader-Mimeur Chateau de Chassagne-Montrachet Blanc 2009,Bader-Mimeur,2009.0,4.0,37.5,0.106666667,4.0,0.106666667
Bader-Mimeur Chateau de Chassagne-Montrachet Blanc 2014,Bader-Mimeur,2014.0,4.1,35.83,0.114429249,4.0,0.111638292
Bader-Mimeur Chateau de Chassagne-Montrachet Blanc 2015,Bader-Mimeur,2015.0,4.3,35.0,0.122857143,4.0,0.114285714
Bader-Mimeur Chateau de Chassagne-Montrachet Blanc 2016,Bader-Mimeur,2016.0,4.1,35.0,0.117142857,4.0,0.114285714
Bagnol Cassis 2018,Bagnol,2018.0,4.2,24.0,0.175,3.9,0.1625
Balassa Nyulászó / Furmint 2013,Balassa,2013.0,4.3,26.0,0.165384615,4.2,0.161538462
Ballot Millot Meursault 2015,Ballot Millot,2015.0,4.2,28.4,0.147887324,4.1,0.144366197
Ballot Millot Meursault 'Les Narvaux' 2015,Ballot Millot,2015.0,4.2,54.1,0.077634011,4.2,0.077634011
Bargylus Grand Vin de Syrie Blanc 2012,Bargylus,2012.0,4.0,38.93,0.102748523,4.0,0.102748523
